o1,o2,>,=,<,scene,freq,typical
cushion,vase,377,386,15,kitchen,778,">,="
cushion,window,13,201,66,kitchen,280,=
cushion,window-lower sash,0,11,137,living_room,148,<
cushion,window-muntin,0,0,272,living_room,272,<
cushion,window-pane,0,57,1352,living_room,1409,<
cushion,window-sash,0,0,130,living_room,130,<
cushion,window-upper sash,0,0,126,living_room,126,<
desk,wall,0,32,73,living_room,105,"=,<"
door,arm-inside arm,234,11,0,living_room,245,>
door,arm-outside arm,124,0,0,living_room,124,>
door,armchair,270,126,0,living_room,396,">,="
door,armchair-arm,238,14,0,living_room,252,>
door,armchair-seat cushion,122,0,0,living_room,122,>
door,bathtub,111,45,0,bathroom,156,>
door,bed-headboard,44,134,0,bedroom,178,=
door,cabinet,148,77,11,bathroom,236,">,="
door,cabinet-door,99,41,253,bathroom,393,<
door,cabinet-drawer,164,29,0,bathroom,193,>
door,ceiling,0,88,103,bathroom,191,"=,<"
door,chest of drawers-drawer,129,10,0,kitchen,139,>
door,coffee table,263,0,0,living_room,263,>
door,curtain,0,84,25,bathroom,109,=
door,cushion,18,116,0,kitchen,134,=
door,door-handle,79,31,53,bathroom,163,">,<"
door,door-knob,103,31,33,bathroom,167,>
door,door-pane,42,121,29,kitchen,192,=
door,drawer-knob,91,10,0,bathroom,101,>
door,dresser-drawer,89,13,0,bedroom,102,>
door,floor,255,36,0,bathroom,291,>
door,floor lamp,11,99,0,living_room,110,=
door,flowers,93,16,10,bathroom,119,>
door,mirror,0,172,39,bathroom,211,=
door,night table,214,46,0,bedroom,260,>
door,night table-drawer,114,0,0,bedroom,114,>
door,pendant lamp,0,39,138,kitchen,177,<
door,pendant lamp-shade,0,88,83,kitchen,171,"=,<"
door,pillow,188,134,0,bedroom,322,">,="
door,plant,38,18,63,bathroom,119,">,<"
door,railing,18,53,33,living_room,104,"=,<"
door,sconce,0,65,36,bathroom,101,"=,<"
door,table lamp-base,140,40,0,living_room,180,>
door,table lamp-column,128,178,0,living_room,306,">,="
door,table lamp-highlight,39,91,11,living_room,141,=
door,table lamp-light source,16,134,0,living_room,150,=
door,wall,52,833,130,bathroom,1015,=
door,window,0,101,21,bathroom,122,=
door frame,cushion,197,12,0,living_room,209,>
door frame,wall,13,145,13,bathroom,171,=
door-door frame,cushion,235,11,0,living_room,246,>
door-door frame,door-handle,22,101,0,bathroom,123,=
door-door frame,wall,14,217,19,bathroom,250,=
door-handle,bed-headboard,49,33,33,bedroom,115,">,=,<"
door-handle,board,38,14,55,kitchen,107,">,<"
door-handle,bottle,305,67,57,bathroom,429,>
door-handle,cabinet,33,144,66,bathroom,243,"=,<"
door-handle,cabinet-door,75,263,92,bathroom,430,=
door-handle,cabinet-drawer,134,49,76,bathroom,259,">,<"
door-handle,ceiling,0,17,117,bathroom,134,<
door-handle,ceiling recessed light,50,27,51,bathroom,128,">,=,<"
door-handle,chair,575,117,167,kitchen,859,>
door-handle,chair-back,164,25,19,kitchen,208,>
door-handle,chair-leg,361,10,0,kitchen,371,>
door-handle,chair-seat,110,0,0,kitchen,110,>
door-handle,chest of drawers,306,135,23,kitchen,464,">,="
door-handle,chest of drawers-drawer,1124,139,97,kitchen,1360,>
door-handle,clock,15,13,90,kitchen,118,<
door-handle,curtain,16,49,56,bathroom,121,"=,<"
door-handle,door,53,31,79,bathroom,163,">,<"
door-handle,door-door frame,0,101,22,bathroom,123,=
door-handle,door-hinge,68,24,178,kitchen,270,<
door-handle,door-pane,109,124,702,kitchen,935,<
door-handle,drawer-handle,117,23,47,bathroom,187,>
door-handle,drawer-knob,35,37,34,bathroom,106,">,=,<"
door-handle,floor,130,41,15,bathroom,186,>
door-handle,flowerpot,111,18,13,bathroom,142,>
door-handle,flowers,92,25,20,bathroom,137,>
door-handle,light switch,72,21,10,bathroom,103,>
door-handle,mirror,15,19,137,bathroom,171,<
door-handle,night table,120,19,22,bedroom,161,>
door-handle,night table-drawer,93,0,20,bedroom,113,>
door-handle,outlet,663,111,41,bathroom,815,>
door-handle,pendant lamp,0,55,697,kitchen,752,<
door-handle,pendant lamp-light source,42,15,345,kitchen,402,<
door-handle,pendant lamp-shade,82,49,578,kitchen,709,<
door-handle,picture,90,98,56,bathroom,244,">,=,<"
door-handle,pillow,108,23,38,bedroom,169,>
door-handle,plant,151,70,45,bathroom,266,">,="
door-handle,sash-pane,40,58,175,kitchen,273,<
door-handle,sconce,60,0,68,bathroom,128,">,<"
door-handle,wall,13,84,507,bathroom,604,<
door-handle,wardrobe,0,88,33,bedroom,121,=
door-handle,window,103,348,80,bathroom,531,=
door-handle,window-pane,27,26,79,kitchen,132,<
door-hinge,cabinet,261,268,316,kitchen,845,">,=,<"
door-hinge,cabinet-drawer,221,0,87,kitchen,308,>
door-hinge,ceiling,0,0,109,kitchen,109,<
door-hinge,door-handle,178,24,68,kitchen,270,>
door-hinge,drawer-knob,149,0,39,kitchen,188,>
door-hinge,floor,124,0,0,kitchen,124,>
door-knob,arm-inside arm,142,0,13,living_room,155,>
door-knob,armchair-arm,167,10,21,living_room,198,>
door-knob,cabinet,32,120,96,bathroom,248,"=,<"
door-knob,cabinet-door,76,268,115,bathroom,459,"=,<"
door-knob,cabinet-drawer,108,66,144,bathroom,318,">,=,<"
door-knob,ceiling,11,0,100,bathroom,111,<
door-knob,ceiling recessed light,74,0,61,bathroom,135,">,<"
door-knob,chair,624,89,117,kitchen,830,>
door-knob,chair-leg,429,0,12,kitchen,441,>
door-knob,chest of drawers-drawer,767,54,98,kitchen,919,>
door-knob,clock,48,0,84,kitchen,132,">,<"
door-knob,cushion,29,48,47,kitchen,124,">,=,<"
door-knob,door,33,31,103,bathroom,167,<
door-knob,door-pane,293,125,2186,kitchen,2604,<
door-knob,drawer-knob,128,12,116,bathroom,256,">,<"
door-knob,dresser-drawer,75,0,34,bedroom,109,">,<"
door-knob,floor,143,32,14,bathroom,189,>
door-knob,flowers,213,51,23,bathroom,287,>
door-knob,light switch,84,0,18,bathroom,102,>
door-knob,mirror,0,11,195,bathroom,206,<
door-knob,outlet,927,13,59,bathroom,999,>
door-knob,pendant lamp,0,18,578,kitchen,596,<
door-knob,pendant lamp-shade,28,14,492,kitchen,534,<
door-knob,picture,108,68,36,bathroom,212,">,="
door-knob,pillow,63,22,35,bedroom,120,">,<"
door-knob,plant,186,82,14,bathroom,282,">,="
door-knob,sconce,0,0,105,bathroom,105,<
door-knob,stool-leg,135,16,0,kitchen,151,>
door-knob,vase,240,23,37,bathroom,300,>
door-knob,wall,13,99,531,bathroom,643,<
door-knob,wardrobe-door,27,39,42,living_room,108,">,=,<"
door-knob,window,42,326,85,bathroom,453,=
door-muntin,armchair-arm,174,0,0,living_room,174,>
door-muntin,ceiling,0,0,227,kitchen,227,<
door-muntin,ceiling recessed light,42,11,503,kitchen,556,<
door-muntin,ceiling recessed light-light source,42,0,231,kitchen,273,<
door-muntin,door-pane,1306,778,1185,kitchen,3269,">,=,<"
door-muntin,floor,162,16,0,kitchen,178,>
door-muntin,picture,37,53,168,kitchen,258,<
door-muntin,wall,135,262,195,kitchen,592,">,=,<"
door-pane,armchair,167,39,0,living_room,206,>
door-pane,armchair-arm,423,23,0,living_room,446,>
door-pane,armchair-seat cushion,204,0,0,living_room,204,>
door-pane,bed,60,42,0,bedroom,102,">,="
door-pane,bed-headboard,56,45,0,bedroom,101,">,="
door-pane,cabinet,1023,985,649,kitchen,2657,">,=,<"
door-pane,cabinet-drawer,1376,13,28,kitchen,1417,>
door-pane,ceiling,0,34,532,kitchen,566,<
door-pane,ceiling recessed light,60,63,1115,kitchen,1238,<
door-pane,ceiling recessed light-light source,38,26,464,kitchen,528,<
door-pane,chair,478,23,26,kitchen,527,>
door-pane,chair-back,102,0,0,kitchen,102,>
door-pane,chair-leg,147,0,0,kitchen,147,>
door-pane,chest of drawers-drawer,240,0,0,kitchen,240,>
door-pane,clock,90,23,37,kitchen,150,>
door-pane,coffee table,232,14,0,living_room,246,>
door-pane,coffee table-leg,217,0,0,living_room,217,>
door-pane,curtain,17,76,40,kitchen,133,"=,<"
door-pane,cushion,615,60,12,living_room,687,>
door-pane,door,29,121,42,kitchen,192,=
door-pane,door-handle,702,124,109,kitchen,935,>
door-pane,door-knob,2186,125,293,kitchen,2604,>
door-pane,door-muntin,1185,778,1306,kitchen,3269,">,=,<"
door-pane,double door-door,0,54,70,kitchen,124,"=,<"
door-pane,drawer-handle,603,0,0,kitchen,603,>
door-pane,drawer-knob,1372,0,28,kitchen,1400,>
door-pane,floor,407,26,14,kitchen,447,>
door-pane,flowerpot,64,10,51,kitchen,125,">,<"
door-pane,flowers,62,15,27,kitchen,104,">,<"
door-pane,night table,120,18,12,bedroom,150,>
door-pane,pendant lamp,0,57,216,kitchen,273,<
door-pane,picture,81,31,23,kitchen,135,>
door-pane,pillow,154,42,23,bedroom,219,>
door-pane,plant,130,24,107,kitchen,261,">,<"
door-pane,side table,247,17,0,living_room,264,>
door-pane,table lamp,10,70,28,kitchen,108,=
door-pane,vase,119,16,52,kitchen,187,">,<"
door-pane,wall,340,715,503,kitchen,1558,">,=,<"
door-pane,window,108,292,82,kitchen,482,=
door-pane,window-pane,158,30,33,kitchen,221,>
double door,ceiling recessed light,0,16,97,kitchen,113,<
double door,curtain,0,128,11,living_room,139,=
double door,cushion,215,63,0,living_room,278,>
double door,wall,10,87,11,kitchen,108,=
double door-door,armchair-arm,131,0,0,living_room,131,>
double door-door,curtain,0,128,16,living_room,144,=
double door-door,cushion,210,36,0,living_room,246,>
double door-door,door-pane,70,54,0,kitchen,124,">,="
double door-door,picture,37,167,22,living_room,226,=
double door-door,window,0,30,70,kitchen,100,"=,<"
drawer,wall,0,0,118,kitchen,118,<
drawer-handle,basket,33,0,126,kitchen,159,<
drawer-handle,bed,44,243,290,bedroom,577,"=,<"
drawer-handle,bed-footboard,54,103,85,bedroom,242,">,=,<"
drawer-handle,bed-headboard,13,55,579,bedroom,647,<
drawer-handle,bed-leg,404,27,0,bedroom,431,>
drawer-handle,book,11,0,89,kitchen,100,<
drawer-handle,bottle,49,0,55,bathroom,104,">,<"
drawer-handle,bowl,19,12,305,kitchen,336,<
drawer-handle,cabinet,114,114,85,bathroom,313,">,=,<"
drawer-handle,cabinet-door,52,84,118,bathroom,254,">,=,<"
drawer-handle,cabinet-drawer,195,209,245,bathroom,649,">,=,<"
drawer-handle,cabinet-skirt,172,10,31,kitchen,213,>
drawer-handle,cabinet-top,0,0,531,kitchen,531,<
drawer-handle,ceiling,0,0,122,bathroom,122,<
drawer-handle,ceiling recessed light-highlight,0,0,254,kitchen,254,<
drawer-handle,chair,110,134,250,kitchen,494,">,=,<"
drawer-handle,chair-back,37,55,53,kitchen,145,">,=,<"
drawer-handle,chair-leg,232,39,17,kitchen,288,>
drawer-handle,chest of drawers,28,244,140,kitchen,412,"=,<"
drawer-handle,chest of drawers-drawer,515,13,22,bathroom,550,>
drawer-handle,cushion,35,43,33,kitchen,111,">,=,<"
drawer-handle,door-handle,47,23,117,bathroom,187,<
drawer-handle,door-pane,0,0,603,kitchen,603,<
drawer-handle,dresser,13,179,167,bedroom,359,"=,<"
drawer-handle,dresser-drawer,803,499,1060,bedroom,2362,">,=,<"
drawer-handle,floor,78,48,14,bathroom,140,">,="
drawer-handle,mirror,0,0,157,bathroom,157,<
drawer-handle,night table,122,331,443,bedroom,896,"=,<"
drawer-handle,night table-drawer,475,454,403,bedroom,1332,">,=,<"
drawer-handle,night table-leg,143,0,0,bedroom,143,>
drawer-handle,pillow,107,149,921,bedroom,1177,<
drawer-handle,plate,36,0,264,kitchen,300,<
drawer-handle,sash-pane,0,0,114,kitchen,114,<
drawer-handle,sconce,12,0,102,bathroom,114,<
drawer-handle,table,15,40,47,kitchen,102,"=,<"
drawer-handle,table lamp-base,65,24,14,kitchen,103,>
drawer-handle,tray,0,0,139,kitchen,139,<
drawer-handle,wall,44,10,433,bathroom,487,<
drawer-handle,wardrobe,0,14,110,bedroom,124,<
drawer-handle,wardrobe-drawer,31,39,66,bedroom,136,">,=,<"
drawer-handle,window,0,10,95,bathroom,105,<
drawer-knob,bed,47,247,234,bedroom,528,"=,<"
drawer-knob,bed-footboard,63,66,48,bedroom,177,">,=,<"
drawer-knob,bed-headboard,0,32,433,bedroom,465,<
drawer-knob,bed-leg,278,16,0,bedroom,294,>
drawer-knob,bottle,50,41,17,bathroom,108,">,="
drawer-knob,cabinet,10,124,99,bathroom,233,"=,<"
drawer-knob,cabinet-door,105,123,103,bathroom,331,">,=,<"
drawer-knob,cabinet-drawer,295,246,347,bathroom,888,">,=,<"
drawer-knob,cabinet-front,23,103,300,kitchen,426,<
drawer-knob,cabinet-side,14,16,270,kitchen,300,<
drawer-knob,cabinet-skirt,138,0,14,kitchen,152,>
drawer-knob,ceiling,0,0,163,bathroom,163,<
drawer-knob,ceiling recessed light-aperture,0,0,139,kitchen,139,<
drawer-knob,chair,17,16,173,bathroom,206,<
drawer-knob,chest of drawers,21,147,65,kitchen,233,"=,<"
drawer-knob,chest of drawers-drawer,11,178,11,bathroom,200,=
drawer-knob,countertop,0,13,137,bathroom,150,<
drawer-knob,cushion,62,29,16,bathroom,107,">,="
drawer-knob,door,0,10,91,bathroom,101,<
drawer-knob,door-handle,34,37,35,bathroom,106,">,=,<"
drawer-knob,door-hinge,39,0,149,kitchen,188,<
drawer-knob,door-knob,116,12,128,bathroom,256,">,<"
drawer-knob,door-pane,28,0,1372,kitchen,1400,<
drawer-knob,dresser,15,216,146,bedroom,377,"=,<"
drawer-knob,dresser-drawer,897,416,1122,bedroom,2435,">,<"
drawer-knob,floor,109,43,32,bathroom,184,>
drawer-knob,fruit,52,0,67,kitchen,119,">,<"
drawer-knob,mirror,0,0,203,bathroom,203,<
drawer-knob,night table,125,306,355,bedroom,786,"=,<"
drawer-knob,night table-drawer,503,400,368,bedroom,1271,">,=,<"
drawer-knob,night table-leg,114,0,0,bedroom,114,>
drawer-knob,pendant lamp,0,0,202,kitchen,202,<
drawer-knob,pendant lamp-shade,0,0,163,kitchen,163,<
drawer-knob,pillow,60,83,704,bedroom,847,<
drawer-knob,plate,25,0,323,kitchen,348,<
drawer-knob,sash-muntin,0,0,125,kitchen,125,<
drawer-knob,sash-pane,0,0,312,kitchen,312,<
drawer-knob,sash-rail,0,0,110,kitchen,110,<
drawer-knob,sash-stile,0,0,120,kitchen,120,<
drawer-knob,sconce,0,0,135,bathroom,135,<
drawer-knob,sconce-shade,0,0,259,bathroom,259,<
drawer-knob,sink,11,15,201,bathroom,227,<
drawer-knob,table lamp,18,70,22,kitchen,110,=
drawer-knob,table lamp-base,63,15,35,living_room,113,">,<"
drawer-knob,table lamp-column,31,27,46,living_room,104,">,=,<"
drawer-knob,towel,17,42,240,bathroom,299,<
drawer-knob,tray,0,0,118,kitchen,118,<
drawer-knob,wall,12,31,609,bathroom,652,<
drawer-knob,wardrobe,0,16,110,bedroom,126,<
drawer-knob,wardrobe-door,0,10,208,bedroom,218,<
drawer-knob,wardrobe-drawer,33,40,65,bedroom,138,">,=,<"
drawer-knob,window,0,14,110,bathroom,124,<
drawer-knob,window-sash,0,0,116,kitchen,116,<
dresser,curtain,0,23,100,bedroom,123,<
dresser,cushion,15,96,13,bedroom,124,=
dresser,drawer-handle,167,179,13,bedroom,359,">,="
dresser,drawer-knob,146,216,15,bedroom,377,">,="
dresser,dresser-drawer,178,402,18,bedroom,598,">,="
dresser,night table,31,69,0,bedroom,100,">,="
dresser,picture,0,39,172,bedroom,211,<
dresser,pillow,32,118,15,bedroom,165,=
dresser,table lamp,0,65,72,bedroom,137,"=,<"
dresser,wall,0,125,226,bedroom,351,"=,<"
dresser,window,0,37,105,bedroom,142,<
dresser-drawer,bed,44,194,89,bedroom,327,"=,<"
dresser-drawer,bed-headboard,0,60,194,bedroom,254,<
dresser-drawer,bed-leg,176,0,0,bedroom,176,>
dresser-drawer,box,17,0,104,bedroom,121,<
dresser-drawer,ceiling,0,0,253,bedroom,253,<
dresser-drawer,ceiling fan-blade,0,0,102,bedroom,102,<
dresser-drawer,curtain,0,24,352,bedroom,376,<
dresser-drawer,cushion,12,105,218,living_room,335,"=,<"
dresser-drawer,door,0,13,89,bedroom,102,<
dresser-drawer,door-knob,34,0,75,bedroom,109,">,<"
dresser-drawer,drawer-handle,1060,499,803,bedroom,2362,">,=,<"
dresser-drawer,drawer-knob,1122,416,897,bedroom,2435,">,<"
dresser-drawer,dresser,18,402,178,bedroom,598,"=,<"
dresser-drawer,floor,221,84,0,bedroom,305,>
dresser-drawer,flowerpot,20,0,85,bedroom,105,<
dresser-drawer,flowers,0,0,193,bedroom,193,<
dresser-drawer,mirror,0,0,211,bedroom,211,<
dresser-drawer,night table,136,119,92,bedroom,347,">,=,<"
dresser-drawer,night table-drawer,246,62,42,bedroom,350,>
dresser-drawer,picture,13,21,550,bedroom,584,<
dresser-drawer,pillow,82,169,301,bedroom,552,"=,<"
dresser-drawer,plant,12,14,137,bedroom,163,<
dresser-drawer,table lamp,13,71,406,bedroom,490,<
dresser-drawer,table lamp-base,71,33,93,bedroom,197,">,<"
dresser-drawer,table lamp-column,24,26,177,bedroom,227,<
dresser-drawer,table lamp-highlight,19,31,279,bedroom,329,<
dresser-drawer,table lamp-light source,0,0,183,bedroom,183,<
dresser-drawer,table lamp-shade,11,20,253,bedroom,284,<
dresser-drawer,vase,21,17,239,bedroom,277,<
dresser-drawer,wall,22,117,12,bathroom,151,=
dresser-drawer,wardrobe-door,10,14,84,bedroom,108,<
dresser-drawer,window,0,15,376,bedroom,391,<
face-hand,cabinet,88,58,17,kitchen,163,">,="
figurine,books,44,113,365,kitchen,522,<
figurine,cabinet,157,64,139,kitchen,360,">,<"
figurine,ceiling recessed light,0,0,153,kitchen,153,<
figurine,curtain,33,64,19,kitchen,116,">,="
figurine,cushion,467,96,112,living_room,675,>
figurine,side table,196,44,22,living_room,262,>
figurine,table lamp,75,50,99,living_room,224,">,=,<"
figurine,table lamp-base,74,11,20,living_room,105,>
figurine,table lamp-column,105,33,71,living_room,209,">,<"
figurine,table lamp-shade,72,31,106,living_room,209,">,<"
figurine,vase,29,54,156,kitchen,239,<
fireplace,armchair,82,266,0,living_room,348,=
fireplace,curtain,0,145,207,living_room,352,"=,<"
fireplace,cushion,346,443,0,living_room,789,">,="
fireplace,floor,283,79,0,living_room,362,>
fireplace,mirror,0,12,98,living_room,110,<
fireplace,picture,46,262,604,living_room,912,"=,<"
fireplace,table lamp,12,231,46,living_room,289,=
fireplace,table lamp-column,30,171,19,living_room,220,=
fireplace,table lamp-shade,11,159,71,living_room,241,"=,<"
fireplace,window,0,381,357,living_room,738,"=,<"
floor,arm-inside arm,35,293,205,living_room,533,"=,<"
floor,arm-outside arm,52,237,35,living_room,324,=
floor,armchair,23,478,14,kitchen,515,=
floor,armchair-arm,48,261,204,living_room,513,"=,<"
floor,armchair-back,0,51,110,living_room,161,"=,<"
floor,armchair-leg,118,156,0,living_room,274,">,="
floor,armchair-seat base,25,105,0,living_room,130,=
floor,armchair-seat cushion,28,134,64,living_room,226,"=,<"
floor,bathtub,0,123,257,bathroom,380,"=,<"
floor,bed,0,433,14,living_room,447,=
floor,bed-footboard,0,173,121,bedroom,294,"=,<"
floor,bed-headboard,0,15,450,bedroom,465,<
floor,bed-leg,171,184,0,bedroom,355,">,="
floor,book,38,73,39,kitchen,150,">,=,<"
floor,bottle,13,13,210,bathroom,236,<
floor,box,19,11,88,bathroom,118,<
floor,cabinet,11,189,287,bathroom,487,"=,<"
floor,cabinet-door,20,122,188,bathroom,330,"=,<"
floor,cabinet-drawer,17,120,196,bathroom,333,"=,<"
floor,candle holder,14,88,25,bathroom,127,=
floor,carpet,121,22,19,kitchen,162,>
floor,ceiling,0,0,351,bathroom,351,<
floor,ceiling recessed light,0,0,141,bathroom,141,<
floor,chest of drawers,0,38,81,kitchen,119,"=,<"
floor,chest of drawers-drawer,0,92,14,bathroom,106,=
floor,coffee table,71,507,30,living_room,608,=
floor,coffee table-leg,74,174,0,living_room,248,=
floor,curtain,0,10,258,bathroom,268,<
floor,cushion,83,748,12,kitchen,843,=
floor,door,0,36,255,bathroom,291,<
