object,entropy,total,red,orange,yellow,brown,green,blue,purple,pink,white,gray,black
cottage cheese,0.6716,195,0.0,0.0462,0.1744,0.0051,0.0,0.0,0.0,0.0,0.7744,0.0,0.0
asphalt path,0.6719,40,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.25,0.725
leather bicycle seat,0.672,128,0.0078,0.0078,0.0,0.1094,0.0,0.0,0.0,0.0,0.0156,0.0391,0.8203
aluminium foil,0.6722,32,0.0,0.0,0.0938,0.0,0.0,0.0,0.0,0.0,0.0625,0.8125,0.0312
toilet scrub brush,0.6723,26,0.0,0.0,0.0,0.0,0.0,0.0385,0.0,0.0,0.8077,0.0385,0.1154
splinter,0.673,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6
city street scene,0.673,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.6
arrow ring,0.673,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0
jacket woman,0.673,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.6
farm land,0.673,15,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0
corn flake,0.673,5,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0
tuff,0.673,5,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.6
budge,0.673,5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
lawn chaise,0.673,10,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0
vinyl roofing,0.673,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0
frog,0.6736,166,0.0181,0.0241,0.0,0.0482,0.8494,0.0,0.0,0.012,0.0,0.0361,0.012
metal exhaust pipe,0.6739,33,0.0,0.0,0.0,0.0606,0.0,0.0,0.0,0.0,0.0606,0.8182,0.0606
apple pie,0.6742,124,0.0242,0.0,0.1532,0.7903,0.0,0.0,0.0,0.0,0.0323,0.0,0.0
countryside,0.6745,126,0.0,0.0,0.0,0.2143,0.754,0.0,0.0,0.0,0.0159,0.0,0.0159
carrot strip,0.675,24,0.0,0.75,0.2083,0.0,0.0,0.0,0.0,0.0,0.0417,0.0,0.0
stone pathway,0.6758,48,0.0208,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0208,0.7708,0.0
banana hanging,0.677,39,0.0,0.0,0.5897,0.0,0.4103,0.0,0.0,0.0,0.0,0.0,0.0
steak sauce,0.6772,133,0.7143,0.0226,0.0,0.2632,0.0,0.0,0.0,0.0,0.0,0.0,0.0
metal coffee pot,0.6775,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5882,0.4118
cross walk,0.6776,209,0.0478,0.0,0.0144,0.0,0.0,0.0,0.0,0.0048,0.8182,0.1053,0.0096
brass doorknob,0.6779,17,0.0,0.0,0.7647,0.0588,0.0,0.0,0.0,0.0,0.0,0.1765,0.0
tomb,0.6779,17,0.0,0.0,0.0,0.0588,0.0,0.0,0.0,0.0,0.1765,0.7647,0.0
mussel,0.6779,17,0.0,0.0,0.0,0.1765,0.0,0.0,0.0588,0.0,0.0,0.0,0.7647
metal soap dispenser,0.6779,17,0.0588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1765,0.7647,0.0
steel pipe,0.6787,61,0.0164,0.0,0.0,0.0,0.0164,0.0164,0.0,0.0,0.0492,0.8361,0.0656
metal link,0.6792,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4167,0.5833
coud,0.6792,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4167,0.5833,0.0
zoo setting,0.6792,12,0.0,0.0,0.0,0.5833,0.4167,0.0,0.0,0.0,0.0,0.0,0.0
precision,0.6792,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4167,0.0,0.5833
tater tot,0.6792,12,0.0,0.4167,0.0,0.5833,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sea otter,0.6792,12,0.0,0.0,0.0,0.4167,0.0,0.0,0.0,0.0,0.0,0.0,0.5833
tombstone,0.6795,70,0.0,0.0,0.0143,0.0286,0.0,0.0,0.0,0.0,0.1429,0.8,0.0143
motorcycle kick stand,0.68,97,0.0103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3196,0.6701
sand surface,0.6801,134,0.0,0.0,0.1269,0.806,0.0,0.0,0.0,0.0,0.0373,0.0224,0.0075
rodent,0.6804,30,0.0,0.0,0.0,0.7333,0.0,0.0,0.0,0.0,0.2333,0.0,0.0333
elephant body,0.6804,178,0.0,0.0,0.0,0.191,0.0,0.0112,0.0056,0.0056,0.0056,0.7753,0.0056
soccer field,0.6806,1300,0.0046,0.0092,0.0054,0.0692,0.8446,0.0062,0.0,0.0,0.0385,0.0108,0.0115
wood step,0.681,73,0.0411,0.0,0.0685,0.8356,0.0137,0.0,0.0,0.0,0.0,0.0137,0.0274
grass baseball field,0.6811,996,0.0,0.0,0.0,0.3876,0.6104,0.0,0.0,0.0,0.002,0.0,0.0
lace tablecloth,0.6813,115,0.0,0.0,0.0087,0.0348,0.0696,0.0087,0.0,0.0087,0.8435,0.0174,0.0087
broth,0.6814,88,0.0,0.0795,0.1136,0.7955,0.0114,0.0,0.0,0.0,0.0,0.0,0.0
creme,0.6815,114,0.0,0.0,0.1316,0.0702,0.0088,0.0,0.0,0.0,0.7895,0.0,0.0
grass hill,0.6817,1007,0.0,0.0,0.003,0.2145,0.7557,0.003,0.0,0.0,0.001,0.0179,0.005
sidewalk area,0.6818,313,0.0383,0.0032,0.0096,0.0831,0.0,0.0032,0.0,0.0,0.0224,0.8339,0.0064
sand area,0.6821,346,0.0029,0.0116,0.0434,0.8439,0.0029,0.0,0.0,0.0,0.0289,0.052,0.0145
lotion bottle,0.6825,271,0.0,0.0148,0.0111,0.0074,0.048,0.0369,0.0037,0.0185,0.8524,0.0,0.0074
traffic light shining,0.6829,30,0.7667,0.0,0.1667,0.0,0.0667,0.0,0.0,0.0,0.0,0.0,0.0
disrepair,0.6829,14,0.0,0.0,0.0,0.5714,0.0,0.0,0.0,0.0,0.0,0.0,0.4286
parfait,0.6829,7,0.0,0.0,0.0,0.4286,0.0,0.0,0.0,0.0,0.5714,0.0,0.0
freezer door,0.6832,361,0.0028,0.0,0.0083,0.0083,0.0055,0.0055,0.0,0.0,0.8227,0.1053,0.0416
rick,0.6837,9,0.0,0.0,0.0,0.7778,0.0,0.1111,0.0,0.0,0.0,0.1111,0.0
metal fence barrier,0.6837,9,0.1111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7778,0.1111
egg omelette,0.6837,9,0.0,0.0,0.7778,0.1111,0.1111,0.0,0.0,0.0,0.0,0.0,0.0
cowshed,0.6837,9,0.0,0.0,0.0,0.7778,0.0,0.0,0.0,0.0,0.1111,0.0,0.1111
air bus,0.6837,9,0.1111,0.0,0.0,0.0,0.0,0.1111,0.0,0.0,0.7778,0.0,0.0
massachusetts,0.6837,9,0.0,0.1111,0.0,0.0,0.0,0.1111,0.0,0.0,0.7778,0.0,0.0
pokemon,0.6837,9,0.0,0.0,0.7778,0.0,0.0,0.1111,0.0,0.0,0.1111,0.0,0.0
scuba diver,0.6837,9,0.0,0.1111,0.0,0.0,0.0,0.1111,0.0,0.0,0.0,0.0,0.7778
asphalt pavement,0.6842,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4333,0.5667
television remote,0.6843,83,0.0,0.0,0.0,0.0241,0.0,0.0,0.0,0.0,0.0,0.2651,0.7108
tortilla,0.6845,189,0.0,0.0053,0.0159,0.7778,0.0053,0.0053,0.0,0.0,0.1852,0.0053,0.0
helmet visor,0.6845,84,0.0,0.0119,0.0,0.0119,0.0,0.0,0.0119,0.0,0.131,0.0238,0.8095
recovery,0.685,21,0.0952,0.0,0.0,0.0,0.0476,0.0,0.0,0.0,0.8095,0.0,0.0476
cabinetry,0.6853,77,0.0,0.0,0.0,0.7143,0.0,0.0,0.0,0.0,0.2597,0.026,0.0
conveyor,0.6863,107,0.0,0.0,0.0187,0.0093,0.0,0.028,0.0,0.0,0.0093,0.8131,0.1215
cedar,0.687,9,0.0,0.0,0.0,0.5556,0.4444,0.0,0.0,0.0,0.0,0.0,0.0
breakwater,0.687,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5556,0.4444,0.0
arriva,0.687,9,0.0,0.0,0.0,0.0,0.0,0.4444,0.0,0.0,0.5556,0.0,0.0
horse manure,0.687,9,0.0,0.0,0.0,0.5556,0.0,0.0,0.0,0.0,0.0,0.0,0.4444
minnie mouse,0.6871,31,0.0968,0.0,0.0,0.0,0.0,0.0,0.0,0.8065,0.0323,0.0,0.0645
windowpane,0.6871,13,0.0,0.0,0.0769,0.0,0.0,0.0,0.0,0.0,0.7692,0.0,0.1538
unison,0.6871,13,0.0,0.0,0.0,0.0769,0.0,0.7692,0.0,0.0,0.0,0.0,0.1538
lentil,0.6871,13,0.0,0.0,0.0,0.1538,0.7692,0.0,0.0,0.0,0.0769,0.0,0.0
shrink,0.6871,13,0.0769,0.0,0.0,0.0,0.0,0.1538,0.0,0.0,0.7692,0.0,0.0
octagon,0.6873,323,0.8297,0.0062,0.0124,0.0248,0.0031,0.0,0.0,0.0,0.0991,0.0155,0.0093
visa,0.6874,20,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.2,0.0,0.05
pie server,0.6874,20,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.75,0.2
giraffe mane,0.6877,1029,0.0117,0.172,0.0,0.7804,0.0,0.0,0.0,0.0,0.0087,0.0,0.0272
wave form,0.688,49,0.0,0.0,0.0204,0.0,0.0204,0.102,0.0,0.0,0.8163,0.0408,0.0
iron gate,0.6884,258,0.0039,0.0,0.0039,0.0271,0.031,0.0078,0.0,0.0,0.0349,0.0465,0.845
sandwich bread,0.6885,1319,0.0,0.0008,0.0091,0.6952,0.0008,0.0,0.0,0.003,0.2904,0.0,0.0008
sun flower,0.6886,16,0.0625,0.0625,0.8125,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0
metal scale,0.6886,16,0.0,0.0,0.0625,0.0,0.0625,0.0,0.0,0.0,0.0625,0.8125,0.0
thatch,0.6886,16,0.0,0.0,0.0,0.8125,0.0625,0.0625,0.0,0.0,0.0625,0.0,0.0
chalk writing,0.6886,16,0.0625,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.8125,0.0,0.0625
phone keyboard,0.6888,422,0.0118,0.0,0.0,0.0024,0.0,0.0095,0.0,0.0,0.1043,0.0616,0.8104
rearview,0.6889,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909,0.1364,0.7727
reed,0.6892,90,0.0,0.0,0.0,0.5444,0.4556,0.0,0.0,0.0,0.0,0.0,0.0
zebra neck,0.6894,740,0.0,0.0,0.0,0.0081,0.0,0.0,0.0,0.0,0.6446,0.0,0.3473
corn chip,0.6902,33,0.0,0.1818,0.0606,0.7576,0.0,0.0,0.0,0.0,0.0,0.0,0.0
metal table leg,0.6902,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5385,0.4615
expressway,0.6902,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4615,0.5385,0.0
panda mask,0.6902,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5385,0.0,0.4615
ceiling beam,0.6905,81,0.0,0.0,0.0,0.8272,0.0123,0.0247,0.0,0.0,0.0864,0.0123,0.037
leather saddle bag,0.692,21,0.0,0.0,0.0,0.4762,0.0,0.0,0.0,0.0,0.0,0.0,0.5238
bathroom cupboard,0.6921,134,0.0,0.0,0.0,0.5224,0.0,0.0,0.0,0.0,0.4776,0.0,0.0
sauerkraut,0.6924,102,0.0,0.0,0.049,0.2059,0.0,0.0,0.0,0.0,0.7451,0.0,0.0
boston terrier,0.6929,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5111,0.0,0.4889
mould,0.6929,26,0.0,0.0,0.0,0.2308,0.7308,0.0,0.0,0.0,0.0,0.0,0.0385
combat boot,0.6929,26,0.0,0.0,0.0,0.2308,0.0,0.0,0.0,0.0,0.0385,0.0,0.7308
corn tortilla chip,0.6929,26,0.0,0.0385,0.2308,0.7308,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oyster,0.6929,29,0.0,0.0,0.0,0.2414,0.0,0.0,0.0,0.0,0.7241,0.0345,0.0
zebras,0.6931,485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.501,0.0,0.499
limo,0.6931,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
metal radiator,0.6931,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0
cheese fry,0.6931,16,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rum,0.6931,2,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
civilian,0.6931,6,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
margarine,0.6931,4,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
zebra walking,0.6931,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
elephant dung,0.6931,20,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
cellotape,0.6931,2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
toy zebra,0.6931,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
couple person,0.6931,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
zebra eating hay,0.6931,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
cappuccino,0.6931,18,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0
confectioner,0.6931,8,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0
jacket lady,0.6931,4,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
airplane banking,0.6931,2,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
champaign,0.6931,8,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
anima,0.6931,20,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0
banana cooking,0.6931,2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
finger whole,0.6931,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
coat person,0.6931,2,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
radiator heater,0.6937,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6716,0.3134,0.0149
air conditioning unit,0.694,195,0.0,0.0,0.0051,0.0205,0.0,0.0,0.0,0.0,0.7949,0.1385,0.041
cement slab,0.6943,210,0.0143,0.0,0.0048,0.119,0.0,0.0,0.0,0.0,0.0524,0.8048,0.0048
person horseback,0.6943,42,0.0,0.0,0.0,0.7619,0.0,0.0,0.0,0.0,0.1667,0.0,0.0714
aluminum,0.6944,201,0.0348,0.01,0.005,0.0,0.0249,0.0398,0.0,0.0,0.005,0.8458,0.0348
girl eye,0.6944,490,0.0061,0.0,0.0041,0.802,0.002,0.0898,0.0,0.0,0.0,0.002,0.0939
sea water,0.695,2133,0.0,0.007,0.0009,0.0117,0.0361,0.8368,0.0005,0.0,0.0267,0.0703,0.0098
macbook pro,0.6954,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0784,0.7647,0.1569
colt,0.6954,72,0.0,0.0,0.0,0.7083,0.0,0.0,0.0,0.0,0.2639,0.0,0.0278
brick house,0.6955,842,0.7589,0.0059,0.0012,0.2078,0.0,0.0012,0.0,0.0,0.0107,0.0131,0.0012
toilet tank lid,0.6961,259,0.0154,0.0,0.0077,0.0502,0.0077,0.0116,0.0,0.0,0.8456,0.0232,0.0386
crust,0.6962,261,0.0038,0.0153,0.0881,0.8276,0.0038,0.0,0.0,0.0,0.0421,0.0038,0.0153
shadow,0.6962,2960,0.0007,0.001,0.0003,0.0791,0.0061,0.0257,0.0003,0.0,0.001,0.0676,0.8182
honey,0.6967,109,0.0,0.0275,0.2661,0.7064,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sheep grazing,0.6967,266,0.0,0.0,0.0038,0.1429,0.0188,0.0,0.0,0.0,0.797,0.0075,0.0301
rubber,0.6967,400,0.0025,0.0075,0.0,0.015,0.0075,0.02,0.0,0.0,0.06,0.05,0.8375
sox,0.6969,55,0.2182,0.0,0.0,0.0,0.0,0.0182,0.0,0.0,0.7455,0.0,0.0182
faucet handle,0.6969,188,0.0,0.0,0.0532,0.0053,0.0053,0.0053,0.0,0.0,0.0798,0.8245,0.0266
wood panel,0.697,354,0.0085,0.0,0.0028,0.8418,0.0282,0.0198,0.0,0.0,0.0621,0.0254,0.0113
rust spot,0.6971,329,0.0426,0.0729,0.0122,0.8237,0.0,0.0,0.0,0.0,0.003,0.0,0.0456
wood deck,0.6973,85,0.0118,0.0,0.0,0.7882,0.0,0.0118,0.0,0.0,0.0353,0.1529,0.0
wood handle,0.6976,202,0.0,0.005,0.0347,0.8317,0.0,0.005,0.0,0.0,0.0198,0.0297,0.0743
metal tool,0.6979,46,0.0,0.0,0.0,0.0217,0.0,0.0435,0.0,0.0,0.0,0.7826,0.1522
toilet basin,0.6984,77,0.013,0.0,0.039,0.039,0.0,0.013,0.0,0.026,0.8442,0.0,0.026
race horse,0.6986,1132,0.0018,0.0009,0.0009,0.7986,0.0,0.0009,0.0,0.0,0.129,0.0212,0.0468
plenty vegetable,0.6988,1012,0.0385,0.0642,0.0138,0.0049,0.8409,0.004,0.0198,0.0,0.0109,0.0,0.003
skateboard kid,0.6994,1089,0.0184,0.0009,0.0312,0.0239,0.0046,0.0055,0.0,0.0,0.8283,0.0,0.0872
motorcycle seat,0.7,970,0.0186,0.0041,0.0134,0.0474,0.0082,0.0124,0.0,0.0,0.0155,0.0299,0.8505
power line,0.7002,2691,0.0007,0.0019,0.0011,0.1427,0.0,0.0033,0.0,0.0,0.003,0.0617,0.7856
palm tree,0.7005,5743,0.0,0.0,0.0003,0.3624,0.6309,0.0,0.0,0.0,0.0012,0.0024,0.0028
adult giraffe,0.7007,1589,0.0,0.0031,0.0019,0.6161,0.0,0.0,0.0,0.0,0.3782,0.0,0.0006
motorcycle handle bar,0.7008,143,0.0,0.0,0.007,0.007,0.0,0.0,0.0,0.0,0.0,0.3147,0.6713
olive,0.7008,1240,0.0008,0.0,0.0048,0.0145,0.2581,0.0,0.0,0.0,0.0016,0.0016,0.7185
cheese grater,0.7013,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1471,0.7647,0.0882
mustard bottle,0.7018,499,0.018,0.0441,0.8417,0.014,0.0421,0.006,0.0,0.0,0.0321,0.0,0.002
spoon utensil,0.7021,213,0.0,0.0047,0.0188,0.0376,0.0094,0.0188,0.0,0.0,0.0469,0.8451,0.0188
baseball mit,0.7023,107,0.0093,0.0187,0.0,0.7196,0.0,0.0,0.0,0.0,0.0,0.0,0.2523
macaroni,0.7028,169,0.0,0.2604,0.716,0.0118,0.0059,0.0,0.0,0.0,0.0059,0.0,0.0
jacuzzi,0.7029,16,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.1875,0.0625,0.0
lexus,0.7029,16,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.75,0.0,0.1875
razor blade,0.703,73,0.0,0.0137,0.0137,0.0,0.0,0.0,0.0137,0.0,0.0137,0.7945,0.1507
tv set,0.7034,444,0.0,0.0,0.0,0.0113,0.0,0.0045,0.0,0.0,0.0135,0.2387,0.732
zebra leg,0.7036,3454,0.0,0.0,0.0003,0.0006,0.0,0.0,0.0,0.0,0.5371,0.0009,0.4612
sauce pizza,0.7041,553,0.7758,0.1609,0.0072,0.0524,0.0018,0.0,0.0,0.0,0.0,0.0018,0.0
salad,0.7042,1603,0.048,0.0524,0.0094,0.0,0.8334,0.0006,0.0387,0.0025,0.015,0.0,0.0
zebra,0.7042,19438,0.0,0.0,0.0,0.0016,0.0,0.0,0.0,0.0,0.5011,0.0,0.4972
bike seat,0.7047,748,0.016,0.0094,0.004,0.0374,0.004,0.0147,0.0,0.0,0.0414,0.0254,0.8476
chicken meat,0.7049,210,0.0143,0.0048,0.0,0.7286,0.0,0.0,0.0,0.0095,0.2429,0.0,0.0
someone,0.7054,75,0.0133,0.0,0.04,0.04,0.0133,0.0133,0.0,0.0,0.84,0.0,0.04
metal holder,0.7054,67,0.0,0.0149,0.0149,0.0448,0.0,0.0,0.0,0.0,0.0149,0.8209,0.0896
sand elephant,0.7055,302,0.0,0.0,0.0,0.4371,0.0,0.0,0.0,0.0,0.0,0.5596,0.0033
lane marking,0.7057,253,0.0119,0.0079,0.1739,0.0,0.0,0.0079,0.0,0.0,0.7787,0.0,0.0198
straw hat,0.7057,695,0.0029,0.0058,0.0403,0.8345,0.0043,0.0129,0.0,0.0,0.0763,0.0115,0.0115
lima bean,0.7057,186,0.0,0.0,0.0269,0.086,0.8172,0.0,0.0,0.0,0.0269,0.0,0.043
cell phone camera,0.7062,2470,0.0097,0.0024,0.0004,0.0024,0.0069,0.0069,0.0,0.0004,0.0154,0.1713,0.7842
beach grass,0.7062,709,0.0,0.0,0.0071,0.1932,0.7616,0.0,0.0,0.0,0.0014,0.031,0.0056
somebody,0.7063,205,0.0049,0.0098,0.0146,0.039,0.0,0.0049,0.0,0.0049,0.8293,0.0049,0.0878
zebra body,0.7064,471,0.0,0.0,0.0,0.0021,0.0,0.0,0.0,0.0,0.5138,0.0,0.4841
chocolate dessert,0.707,174,0.023,0.0115,0.0172,0.8333,0.0057,0.0,0.0,0.0,0.0575,0.0,0.0517
thermostat,0.7071,158,0.0127,0.0,0.0,0.0063,0.0063,0.0,0.0,0.0,0.7595,0.2025,0.0127
aircraft carrier,0.7071,28,0.0,0.0,0.0,0.0357,0.0,0.0714,0.0,0.0,0.0357,0.8214,0.0357
wall unit,0.7078,25,0.0,0.0,0.0,0.72,0.04,0.0,0.0,0.0,0.24,0.0,0.0
horse eating grass,0.7078,1458,0.0,0.0,0.0,0.784,0.0007,0.0,0.0,0.0,0.1392,0.0178,0.0583
ice,0.7078,1267,0.0055,0.0008,0.0071,0.0631,0.0039,0.03,0.0,0.0008,0.835,0.045,0.0087
hiking path,0.7079,160,0.0,0.0,0.0,0.7188,0.025,0.0,0.0,0.0,0.0063,0.25,0.0
metal fire escape,0.708,19,0.0,0.0,0.0,0.0,0.0526,0.0,0.0,0.0,0.0,0.2105,0.7368
bamboo shoot,0.708,19,0.0,0.0,0.0,0.2105,0.7368,0.0,0.0,0.0,0.0,0.0526,0.0
yield,0.708,19,0.0,0.0,0.7368,0.0,0.0,0.0,0.0,0.0,0.2105,0.0,0.0526
power line pole,0.7082,274,0.0,0.0,0.0036,0.7993,0.0,0.0073,0.0,0.0,0.0073,0.0949,0.0876
bathroom tub,0.7082,156,0.0,0.0,0.0385,0.0833,0.0,0.0128,0.0,0.0064,0.8205,0.0385,0.0
wood barrel,0.7083,20,0.0,0.0,0.0,0.8,0.1,0.0,0.0,0.0,0.05,0.05,0.0
zebra eating grass,0.7084,12054,0.0,0.0,0.0,0.0024,0.0,0.0,0.0,0.0,0.5008,0.0,0.4968
desert,0.7085,409,0.0196,0.0024,0.0073,0.8362,0.0465,0.0,0.0,0.0,0.0587,0.0196,0.0098
cobblestone,0.7086,1382,0.0311,0.0,0.0014,0.0651,0.0007,0.0022,0.0,0.0014,0.0036,0.8162,0.0781
evening sun,0.7088,1243,0.004,0.0965,0.8214,0.0056,0.0,0.0088,0.0,0.0249,0.0362,0.0016,0.0008
metal bar stool,0.7091,21,0.0,0.0,0.0,0.0952,0.0,0.0,0.0,0.0,0.0,0.7619,0.1429
wood side,0.7098,257,0.0117,0.0,0.0195,0.8405,0.0117,0.0078,0.0,0.0,0.0545,0.0117,0.0428
home plate umpire,0.71,2948,0.0003,0.0,0.0003,0.001,0.0003,0.1326,0.0,0.0,0.0024,0.0885,0.7744
metal handle,0.7105,775,0.0052,0.0,0.0439,0.0129,0.0013,0.0039,0.0,0.0,0.009,0.8103,0.1135
everyone,0.7106,96,0.0,0.0104,0.0,0.0104,0.0312,0.0,0.0,0.0,0.7708,0.0,0.1771
clock face,0.7113,4060,0.0012,0.0034,0.0195,0.0113,0.0015,0.0246,0.0,0.0,0.8167,0.0096,0.1121
meat chicken,0.7114,25,0.0,0.04,0.0,0.8,0.0,0.0,0.0,0.08,0.08,0.0,0.0
lease,0.7114,25,0.08,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.04,0.0,0.8
toilet bowel,0.7114,25,0.0,0.0,0.0,0.0,0.04,0.08,0.0,0.0,0.8,0.08,0.0
woman skier,0.7116,74,0.027,0.0,0.0676,0.0135,0.0,0.0,0.0,0.0,0.8108,0.0,0.0811
corn bread,0.7117,181,0.0,0.0055,0.0939,0.7735,0.0,0.0,0.0,0.0,0.1271,0.0,0.0
spoke,0.7118,509,0.0039,0.0079,0.0098,0.002,0.002,0.0,0.0,0.0,0.0904,0.8094,0.0747
pineapple slice,0.7119,66,0.0,0.2727,0.697,0.0,0.0303,0.0,0.0,0.0,0.0,0.0,0.0
sub,0.7129,133,0.0526,0.0,0.0226,0.797,0.0,0.0,0.0,0.0,0.1203,0.0,0.0075
chicken leg,0.7134,85,0.0118,0.0706,0.0,0.8235,0.0,0.0,0.0,0.0,0.0353,0.0471,0.0118
fryer,0.7153,106,0.0,0.0,0.0,0.0849,0.0,0.0,0.0,0.0,0.0,0.7547,0.1604
escalator,0.7153,196,0.0,0.0,0.0051,0.0,0.0051,0.0459,0.0,0.0,0.0051,0.7755,0.1633
wood door,0.7156,363,0.0028,0.0,0.0028,0.8044,0.0083,0.0193,0.0,0.0,0.1295,0.0275,0.0055
giraffe,0.7157,24608,0.0,0.0003,0.0026,0.5412,0.0,0.0,0.0,0.0,0.4549,0.0,0.001
golf ball,0.7157,78,0.0,0.0128,0.6282,0.0,0.0,0.0,0.0,0.0,0.359,0.0,0.0
zebra grazing,0.7161,1016,0.0,0.0,0.0,0.0039,0.0,0.0,0.0,0.0,0.501,0.0,0.4951
vanilla ice cream,0.7167,153,0.0065,0.0,0.0458,0.2026,0.0,0.0,0.0,0.0,0.7451,0.0,0.0
eye brow,0.7178,121,0.0083,0.0,0.0,0.6612,0.0,0.0,0.0,0.0,0.0,0.0083,0.3223
plant stalk,0.7182,35,0.0,0.0,0.0286,0.2857,0.6857,0.0,0.0,0.0,0.0,0.0,0.0
traffic stop light,0.7182,236,0.7542,0.0,0.0636,0.0,0.178,0.0,0.0,0.0,0.0042,0.0,0.0
smoke alarm,0.7186,40,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.725,0.225,0.0
jet trail,0.7191,58,0.0172,0.0,0.0172,0.0517,0.0,0.0,0.0,0.0,0.8276,0.0517,0.0345
hotdog,0.7192,2230,0.7399,0.0018,0.0175,0.2238,0.0,0.0,0.0,0.0126,0.0045,0.0,0.0
