,o1,o2,>,<,typical
4510,bowl,ketchup,148,33,>
4511,tent,bus,63,151,<
4512,jersey,shoe,572,102,>
4513,church,flower,97,5,>
4514,sheep,shed,48,152,<
4515,scarf,ring,273,24,>
4516,jacket,wave,59,229,<
4517,pine,window,97,7,>
4518,day,pair,361,8,>
4519,dvd,holder,127,29,>
4520,eye,desk,2,123,<
4521,purse,dress,103,705,<
4522,mirror,soap,745,21,>
4523,animal,light,451,127,>
4524,batter,catcher,5504,2099,>
4525,table,horse,82,267,<
4526,orange,bread,80,200,<
4527,box,cheese,267,67,>
4528,tooth,sink,151,21,>
4529,expanse,boat,165,29,>
4530,train,gravel,6815,2242,>
4531,ladder,tile,143,8,>
4532,pigeon,tree,49,270,<
4533,jet,tail,1274,140,>
4534,bag,pedestrian,24,201,<
4535,stripe,day time,1,117,<
4536,park,flower,146,61,>
4537,candle,pant,27,139,<
4538,frame,hat,145,49,>
4539,house,object,121,40,>
4540,bag,mouse,256,28,>
4541,shirt,collar,2075,267,>
4542,table,wrist,160,4,>
4543,boot,fence,90,594,<
4544,crown,sign,32,92,<
4545,teddy bear nose,animal,3,157,<
4546,cloth,dog,166,483,<
4547,tomato,bottle,67,164,<
4548,cap,vehicle,56,195,<
4549,table,finger,593,71,>
4550,cup,number,241,45,>
4551,stove,skillet,79,27,>
4552,dog,bowl,1209,290,>
4553,hand,sticker,284,61,>
4554,leaf,skirt,63,272,<
4555,bag,bench,547,3739,<
4556,button,t-shirt,38,218,<
4557,window,apartment,16,159,<
4558,vase,eye,161,0,>
4559,ball,tennis,274,2904,<
4560,letter,fruit,25,337,<
4561,tie,sofa,19,84,<
4562,hole,towel,17,165,<
4563,knife,olive,222,38,>
4564,plate,seed,577,79,>
4565,head light,bike,11,159,<
4566,fixture,guy,17,101,<
4567,hat,bleacher,20,267,<
4568,beard,ear,383,28,>
4569,cover,mirror,53,124,<
4570,broccoli,tip,137,7,>
4571,zebra,landscape,112,378,<
4572,tile,kitchen,94,860,<
4573,stand,mouse,82,30,>
4574,flower,bull,11,155,<
4575,pair,herd,4,110,<
4576,bed,trash,139,0,>
4577,pillow,wheel,137,19,>
4578,key,baby,0,188,<
4579,dog,foot,1178,291,>
4580,tie,bed,10,107,<
4581,trailer,number,100,7,>
4582,bicycle,bird,94,26,>
4583,door,head light,118,15,>
4584,strap,snow,132,731,<
4585,ottoman,pillow,543,158,>
4586,shirt,cyclist,36,133,<
4587,pastry,strawberry,110,16,>
4588,hoof,calf,2,105,<
4589,curtain,stool,211,76,>
4590,donut,pile,97,322,<
4591,donut,cash register,12,88,<
4592,car,window,41875,5077,>
4593,kitchen,mug,108,3,>
4594,backpack,beach,16,202,<
4595,machine,sign,340,121,>
4596,tooth brush,baby,43,188,<
4597,hand,pan,66,173,<
4598,shirt,clip,295,67,>
4599,surfer,foot,1464,88,>
4600,pedestrian,bag,201,24,>
4601,bottle,vest,18,136,<
4602,shirt,judge,30,72,<
4603,light,wii remote,32,101,<
4604,boot,couple,16,95,<
4605,curtain,key,280,6,>
4606,dresser,tv,211,56,>
4607,window,streetlight,128,630,<
4608,pot,chef,44,183,<
4609,stove,towel,576,69,>
4610,forearm,shirt,10,98,<
4611,building,bag,2766,495,>
4612,vegetation,eye,204,4,>
4613,mirror,surface,81,30,>
4614,entry way,tree,32,87,<
4615,hat,poster,82,200,<
4616,sedan,window,764,74,>
4617,lampshade,blanket,9,179,<
4618,necklace,skirt,12,166,<
4619,collar,table,53,276,<
4620,pillow,basket,248,93,>
4621,figurine,couch,6,111,<
4622,poster,curtain,37,288,<
4623,button,guy,76,911,<
4624,cloth,design,111,35,>
4625,toilet,rock,208,58,>
4626,wheel,guy,77,1312,<
4627,cheese,chicken,63,155,<
4628,bottom,building,404,1102,<
4629,beanie,snow,88,743,<
4630,banner,truck,47,284,<
4631,automobile,building,26,77,<
4632,cap,step,14,151,<
4633,tree,seat,1229,454,>
4634,mattress,bag,142,34,>
4635,helmet,day,18,364,<
4636,guy,flower,404,69,>
4637,toilet,hole,1292,38,>
4638,stove,toaster,218,8,>
4639,face,board,80,196,<
4640,stripe,sandwich,17,91,<
4641,elephant,bell,159,6,>
4642,stack,rack,21,94,<
4643,blanket,drawer,326,40,>
4644,house,ramp,44,153,<
4645,curb,guy,28,72,<
4646,gravel,wheel,305,90,>
4647,cow,leaf,3024,651,>
4648,pillow,dog nose,372,1,>
4649,body,helmet,221,37,>
4650,fin,beach,6,174,<
4651,pocket,pair,63,264,<
4652,cat,control,1214,228,>
4653,shirt,beanie,215,66,>
4654,bowl,butter,209,17,>
4655,plate,container,1759,527,>
4656,biscuit,table,31,73,<
4657,shirt,eye glass,1281,171,>
4658,outlet,window,41,1082,<
4659,restaurant,cup,135,8,>
4660,letter,strap,56,262,<
4661,hole,dirt,36,137,<
4662,pizza,clock,153,45,>
4663,fork,restaurant,17,208,<
4664,window,shed,21,122,<
4665,glove,t-shirt,63,158,<
4666,post,leg,222,85,>
4667,phone,eyebrow,271,4,>
4668,t-shirt,bunch,38,119,<
4669,pencil,keyboard,13,147,<
4670,rose,cat,38,93,<
4671,woman,glove,104,31,>
4672,box,bike,81,301,<
4673,tree,key,150,5,>
4674,eye,tooth,148,445,<
4675,truck,door,1873,279,>
4676,tree,mouth,1663,86,>
4677,wagon,umbrella,94,19,>
4678,cover,leaf,184,77,>
4679,cat,faucet,951,137,>
4680,purse,elephant,18,229,<
4681,pipe,handle,281,78,>
4682,pot,carrot,572,145,>
4683,shirt,plug,137,9,>
4684,suit,wheel,143,32,>
4685,eye,banana,44,1150,<
4686,counter,stack,257,67,>
4687,plate,nut,354,76,>
4688,bowl,lunch,1,150,<
4689,helmet,ear,155,6,>
4690,watch,scarf,17,115,<
4691,coat,basket,107,27,>
4692,pair,bead,115,13,>
4693,flower,phone,220,530,<
4694,meadow,zebra,104,26,>
4695,handle,tub,10,269,<
4696,plant,container,277,90,>
4697,cat nose,curtain,0,114,<
4698,coat,eye,639,39,>
4699,glass,bartender,12,123,<
4700,trim,truck,42,114,<
4701,glass,dish,411,1044,<
4702,gate,post,177,52,>
4703,head,lettuce,18,100,<
4704,tile,roof,93,227,<
4705,phone,cup,592,250,>
4706,wave,tattoo,190,15,>
4707,beach,ball,294,33,>
4708,bike,spectator,96,41,>
4709,graffiti,panel,97,13,>
4710,tip,skier,1,353,<
4711,pipe,sink,146,1301,<
4712,tile,cup,686,255,>
4713,bed,keyboard,147,8,>
4714,jean,plate,258,103,>
4715,tree,eye,4606,121,>
4716,arrow,plane,25,265,<
4717,umbrella,watch,569,28,>
4718,track,lettering,131,4,>
4719,sugar,bread,12,113,<
4720,restaurant,door,90,10,>
4721,skirt,bike,33,198,<
4722,board,switch,132,0,>
4723,building,aircraft,78,222,<
4724,stroller,bench,40,133,<
4725,herd,pole,135,7,>
4726,logo,sign,421,1201,<
4727,bottom,mirror,58,350,<
4728,logo,bicycle,24,181,<
4729,foot,dog,291,1178,<
4730,lettering,jet,9,96,<
4731,desk,printer,370,48,>
4732,chain,nut,110,7,>
4733,bundle,shirt,53,141,<
4734,tattoo,surfer,6,108,<
4735,day time,sign,403,2,>
4736,umbrella,cup,734,150,>
4737,weather,beach,88,13,>
4738,door,deck,33,83,<
4739,container,bike,28,113,<
4740,swimmer,wave,39,144,<
4741,table,case,265,99,>
4742,pier,bird,217,80,>
4743,face,umbrella,68,614,<
4744,pair,shirt,3607,12487,<
4745,walkway,jean,99,35,>
4746,toaster,bowl,109,20,>
4747,button,sandwich,20,160,<
4748,thumb,pizza,83,226,<
4749,kite,dot,103,1,>
4750,fence,clock,517,180,>
4751,kitchen,letter,102,1,>
4752,head,car,180,796,<
4753,cabinet,coffee maker,449,37,>
4754,ship,bench,58,150,<
4755,broccoli,cucumber,198,83,>
4756,house,elephant,132,315,<
4757,bat,stripe,424,120,>
4758,field,logo,312,27,>
4759,number,flower,130,555,<
4760,screen,bed,16,177,<
4761,pile,donut,322,97,>
4762,rug,mattress,35,96,<
4763,brick,kid,60,228,<
4764,spot,day,0,137,<
4765,phone,monitor,57,572,<
4766,table,fur,142,53,>
4767,column,elephant,16,137,<
4768,display,number,265,26,>
4769,banana,tattoo,117,12,>
4770,beach,swim suit,98,18,>
4771,switch,jacket,1,132,<
4772,wrap,plate,44,144,<
4773,eye,shoulder,11,114,<
4774,glove,batter,130,1684,<
4775,pant,neck,103,23,>
4776,carrot,dog,16,166,<
4777,letter,arrow,527,1241,<
4778,jean,bowl,149,55,>
4779,stump,giraffe,17,326,<
4780,whisker,window,32,236,<
4781,body,window,1118,114,>
4782,logo,catcher,61,239,<
4783,tv,outlet,222,6,>
4784,patch,surfer,64,205,<
4785,book,drape,12,117,<
4786,tire,smoke,14,97,<
4787,camera,belt,147,31,>
4788,figure,cake,20,116,<
4789,handle,boat,23,295,<
4790,pen,book,105,645,<
4791,button,strap,34,326,<
4792,board,wave,1553,4927,<
4793,tile,refrigerator,146,605,<
4794,spoon,mushroom,105,34,>
4795,foot,eye,535,30,>
4796,giraffe,hat,961,126,>
4797,stand,building,82,208,<
4798,meal,cheese,246,10,>
4799,watch,couple,3,176,<
4800,mammal,zebra,101,28,>
4801,faucet,towel,335,1712,<
4802,animal,wrinkle,122,29,>
4803,root,carrot,30,71,<
4804,broccoli,spice,87,37,>
4805,beam,bridge,23,203,<
4806,design,orange,159,441,<
4807,ear,trough,5,133,<
4808,arm,soccer,5,103,<
4809,store,window,935,158,>
4810,giraffe,mirror,109,12,>
4811,horn,herd,2,232,<
4812,whisker,table,13,117,<
4813,shirt,net,685,2230,<
4814,tile,sink,2003,5127,<
4815,flag,skyscraper,6,106,<
4816,lemon,pizza,3,145,<
4817,audience,shirt,542,96,>
4818,trash,dirt,45,132,<
4819,number,flag,160,842,<
4820,beam,light,356,87,>
4821,bike,lettering,252,17,>
4822,collar,tooth,103,25,>
4823,t-shirt,strap,164,17,>
4824,shuttle,plane,38,91,<
4825,pole,bed,17,186,<
4826,pole,photograph,14,113,<
4827,library,book,116,23,>
4828,bench,backpack,1254,237,>
4829,pizza,cellphone,149,0,>
4830,tip,pair,12,272,<
4831,scarf,woman,138,57,>
4832,ball,cap,623,240,>
4833,ear,weed,93,671,<
4834,stripe,lettering,197,81,>
4835,eye,shoe,51,425,<
4836,beanie,ski,57,234,<
4837,surface,logo,109,15,>
4838,kitchen,banana,129,3,>
4839,fence,brick,884,373,>
4840,canopy,horse,36,212,<
4841,jean,pocket,331,10,>
4842,train,guy,282,35,>
4843,vanity,towel,269,12,>
4844,letter,day,8,244,<
4845,dog,string,383,146,>
4846,rock,jet,13,113,<
4847,kitty,dog,82,22,>
4848,book,figurine,144,46,>
4849,lid,cup,129,366,<
4850,cow,clothe,102,34,>
4851,phone,watch,596,62,>
4852,number,fence,85,1576,<
4853,kitten,cord,110,13,>
4854,fork,spot,224,36,>
4855,vase,sign,315,78,>
4856,surface,stem,108,23,>
4857,orange,crosswalk,17,85,<
4858,house,letter,1128,98,>
4859,bracelet,door,6,151,<
4860,t-shirt,plane,17,94,<
4861,pant,tent,116,305,<
4862,quilt,table,90,21,>
4863,guy,arm,1269,271,>
4864,guitar,shoe,153,3,>
4865,hand,truck,134,453,<
4866,wire,bolt,162,8,>
4867,pebble,vase,7,110,<
4868,skier,bib,96,14,>
4869,handle,couch,28,262,<
4870,jersey,dog,41,129,<
4871,ear,television,16,176,<
4872,building,bracelet,135,7,>
4873,cake,hand,1504,466,>
4874,moss,dog,38,374,<
4875,step,pillow,80,27,>
4876,parsley,plate,73,220,<
4877,catcher,cap,435,48,>
4878,wrinkle,letter,89,13,>
4879,window,fan,513,193,>
4880,pack,sheep,114,17,>
4881,pizza,eye glass,128,22,>
4882,plate,outlet,139,4,>
4883,bus,awning,566,103,>
4884,beach,pole,468,132,>
4885,apple,candle,91,18,>
4886,letter,logo,319,1154,<
4887,rope,beach,67,179,<
4888,handle,blind,10,329,<
4889,vase,toilet,54,169,<
4890,pile,spoon,210,76,>
4891,sauce,meal,10,356,<
4892,container,wheel,161,46,>
4893,jean,mustache,116,14,>
4894,car,indicator,170,23,>
4895,pillow,cream,137,435,<
4896,eye,doll,12,476,<
4897,cup,phone,250,592,<
4898,kettle,handle,173,31,>
4899,court,sneaker,288,18,>
4900,toilet,weed,110,6,>
4901,bed,pillow,18999,1603,>
4902,bed,sink,190,31,>
4903,van,tire,1567,136,>
4904,plate,roll,425,156,>
4905,dirt,foot,268,72,>
4906,fabric,flower,260,82,>
4907,sandwich,lettuce,3076,326,>
4908,block,flower,89,35,>
4909,flag,snow,647,1757,<
4910,sticker,stack,9,258,<
4911,pair,lettering,187,69,>
4912,tent,kite,557,1420,<
4913,purse,handle,223,29,>
4914,bottle,paw,93,22,>
4915,mirror,towel,6020,873,>
4916,pitcher,door,15,136,<
4917,shoe,skating,1,112,<
4918,arrow,hand,45,147,<
4919,banana,spot,6007,326,>
4920,counter,bag,256,100,>
4921,bridge,mirror,98,11,>
4922,bucket,kid,12,108,<
4923,handle,leg,67,168,<
4924,sock,referee,18,133,<
4925,glass,house,105,440,<
4926,hand,guitar,4,152,<
4927,spoon,dinner,1,103,<
4928,belly,cow,53,389,<
4929,window,doorknob,177,12,>
4930,buffalo,horn,103,10,>
4931,tooth brush,bristle,193,9,>
4932,cat,screw,331,0,>
4933,tennis,letter,1744,13,>
4934,ball,audience,47,149,<
4935,ware,plate,21,238,<
4936,cap,horse,150,2114,<
4937,car,rubber,114,14,>
4938,van,field,16,103,<
4939,comforter,light,446,29,>
4940,bed,blind,803,138,>
4941,shoe,door,144,978,<
4942,train,balcony,225,29,>
4943,pink,bus,20,130,<
4944,microphone,eye,98,13,>
4945,hat,dog,1226,4191,<
4946,number,walkway,10,264,<
4947,door,thermostat,114,5,>
4948,glass,map,26,81,<
4949,whisker,key,73,28,>
4950,pole,hood,96,40,>
4951,worker,shirt,293,81,>
4952,bride,bouquet,110,10,>
4953,hat,letter,1559,328,>
4954,shirt,pen,858,115,>
4955,fixture,rug,49,210,<
4956,hat,donkey,4,104,<
4957,orange,hole,211,46,>
4958,cap,bear,108,378,<
4959,boat,flag,5550,563,>
4960,plant,dresser,18,86,<
4961,apple,utensil,19,110,<
4962,horse,forehead,134,15,>
4963,wire,plug,91,19,>
4964,rider,track,26,74,<
4965,broccoli,onion,767,242,>
4966,sign,luggage,288,920,<
4967,sheep,eye,4647,63,>
4968,t-shirt,stack,116,24,>
4969,couch,bottle,424,8,>
4970,board,bike,56,135,<
4971,sign,divider,37,175,<
4972,shirt,pick,32,103,<
4973,stain,dog,18,345,<
4974,hotdog,logo,101,5,>
4975,fork,pepper,289,114,>
4976,hoodie,beach,16,89,<
4977,catcher,cooler,140,4,>
4978,beach,sign,318,86,>
4979,kite,pair,1339,197,>
4980,fur,bench,9,155,<
4981,pan,sweater,15,137,<
4982,duck,leaf,625,172,>
4983,lampshade,cat,40,95,<
4984,day,glove,198,5,>
4985,petal,cat,14,150,<
4986,light,string,107,253,<
4987,cattle,cow,2259,568,>
4988,cake,cap,219,39,>
4989,sign,produce,9,98,<
4990,court,cap,307,31,>
4991,bed,rock,85,17,>
4992,kid,sign,531,154,>
4993,finger,beard,23,98,<
4994,blind,control,139,19,>
4995,bush,flower,2866,793,>
4996,helmet,awning,31,98,<
4997,bowl,toddler,2,98,<
4998,logo,carpet,18,140,<
4999,cup,carton,44,122,<
5000,tv,couch,397,1937,<
5001,nut,sign,11,164,<
5002,weed,head,186,69,>
5003,level,window,624,65,>
5004,field,hand,830,63,>
5005,pizza,herb,526,56,>
5006,shed,leaf,92,25,>
5007,foot,catcher,24,183,<
5008,bar,banana,153,54,>
5009,book,title,130,7,>
5010,glass,pie,37,194,<
5011,railing,plant,213,74,>
5012,herd,horn,232,2,>
5013,helmet,mouth,177,26,>
5014,roll,banana,15,112,<
5015,sheep,bird,636,102,>
5016,building,diamond,186,27,>
5017,chain,bear,76,429,<
5018,foot,pant,279,942,<
5019,bunch,knife,120,32,>
5020,shoe,tip,126,16,>
5021,turkey,sandwich,18,156,<
5022,umpire,hat,827,124,>
5023,seagull,leg,178,19,>
5024,foot,racket,65,154,<
5025,window,kid,225,752,<
5026,truck,bar,158,26,>
5027,tree,van,3223,1172,>
5028,banana,bar,54,153,<
5029,gate,bike,45,119,<
5030,fridge,stack,132,18,>
5031,elephant,cushion,87,14,>
5032,display,key,100,5,>
5033,drawer,bedspread,16,119,<
5034,shirt,carriage,31,348,<
5035,bush,eye,780,27,>
5036,bottom,elephant,92,804,<
5037,base,bat,56,360,<
5038,kid,brick,228,60,>
5039,mustard,bottle,31,78,<
5040,pair,snow,2173,6962,<
5041,visor,fence,17,194,<
5042,shirt,sponge,160,0,>
5043,door,note,110,8,>
5044,counter,container,345,116,>
5045,vegetable,flower,206,47,>
5046,trim,building,128,490,<
5047,shirt,skater,502,1416,<
5048,uniform,building,80,194,<
5049,box,cat,557,2071,<
5050,poster,ear,104,8,>
5051,vase,drape,11,112,<
5052,night,window,129,9,>
5053,scissors,number,173,1,>
5054,pant,symbol,122,16,>
5055,berry,vase,30,101,<
5056,bag,batter,8,108,<
5057,coke,table,8,108,<
5058,keyboard,window,211,715,<
5059,office,computer,128,18,>
5060,dog,cloth,483,166,>
5061,event,pant,99,15,>
5062,pillow,bottle,723,53,>
5063,horse,wheel,3465,318,>
5064,pant,necklace,315,51,>
5065,light,series,41,190,<
5066,statue,cross,143,42,>
5067,bolt,bush,2,115,<
5068,stove,knob,1812,79,>
5069,mug,cake,44,198,<
5070,jean,sun glass,112,24,>
5071,tomato,squash,36,86,<
5072,stand,horse,94,342,<
5073,star,wheel,40,156,<
5074,vest,building,108,429,<
5075,sweater,umbrella,238,1005,<
5076,ear,helmet,6,155,<
5077,sandal,sign,71,172,<
5078,hill,leg,390,25,>
5079,bicycle,object,75,31,>
5080,container,broccoli,405,150,>
5081,bus,chimney,238,25,>
5082,hat,carrot,131,36,>
5083,dog nose,dog,347,16498,<
5084,shirt,bill,107,12,>
5085,boat,float,374,41,>
5086,letter,center,65,173,<
5087,elephant,roof,872,253,>
5088,shirt,hand,15875,4676,>
5089,toddler,handle,109,3,>
5090,lettuce,head,100,18,>
5091,plant,bicycle,133,437,<
5092,bag,hoodie,78,230,<
5093,fruit,cherry,123,32,>
5094,ripple,letter,101,11,>
5095,scarf,train,4,205,<
5096,cake,lettering,209,26,>
5097,apron,bag,233,57,>
5098,frisbee,cone,792,76,>
5099,refrigerator,tree,156,20,>
5100,bed,drawer,850,56,>
5101,couch,computer,269,52,>
5102,flag,mountain,55,785,<
5103,kite,bicycle,302,102,>
5104,flyer,sign,93,38,>
5105,pad,jean,24,125,<
5106,leaf,park,89,507,<
5107,eye,rug,21,180,<
5108,glass,bike,179,745,<
5109,paint,plane,81,571,<
5110,shirt,nike swoosh,98,2,>
5111,couch,ornament,170,9,>
5112,helmet,fence,274,2679,<
5113,flower,lip,113,17,>
5114,arm,stair,27,96,<
5115,tree,rod,112,36,>
5116,walkway,coat,90,28,>
5117,cabinet,control,179,12,>
5118,board,bottle,586,84,>
5119,rock,bridge,141,413,<
5120,bush,leg,718,174,>
5121,fixture,toilet,92,596,<
5122,catcher,sneaker,160,32,>
5123,dress,person,155,36,>
5124,tree,horseback,29,78,<
5125,orange,jersey,26,75,<
5126,arm,snow,350,1578,<
5127,pillow,curtain,1178,6138,<
5128,skirt,watch,115,12,>
5129,pocket,shirt,152,1513,<
5130,car,bus,3235,16043,<
5131,television,comforter,29,101,<
5132,sticker,lemon,26,110,<
5133,kayak,paddle,169,42,>
5134,bus,tie,281,73,>
5135,sandwich,leaf,549,28,>
5136,flower,bear,663,3033,<
5137,label,bottle,188,1338,<
5138,post,bed,31,248,<
5139,tablet,shirt,58,151,<
5140,pant,letter,2030,186,>
5141,television,plug,103,8,>
5142,tattoo,table,25,137,<
5143,stove,burner,653,97,>
5144,fork,logo,123,26,>
5145,bush,snout,103,4,>
5146,light,mat,45,178,<
5147,ridge,plate,35,86,<
5148,flag,string,41,165,<
5149,building,marker,112,23,>
5150,paint,guy,23,115,<
5151,bow,cake,24,296,<
5152,shirt,glove,2994,712,>
5153,wheel,shelf,30,125,<
5154,paw,cat,377,4549,<
5155,sandwich,mustard,322,11,>
5156,face,cat,281,975,<
5157,wave,canoe,46,129,<
5158,tire,cab,11,136,<
5159,stain,cat,40,336,<
5160,refrigerator,stack,169,10,>
5161,mannequin,sign,214,90,>
5162,bus,pedestrian,515,83,>
5163,box,giraffe,35,317,<
5164,sandal,camera,21,86,<
5165,plate,paper,1186,490,>
5166,landscape,horse,280,70,>
5167,fixture,shirt,178,636,<
5168,table,base,504,164,>
5169,train,person,180,25,>
5170,cover,ear,156,25,>
