,o1,o2,>,<,typical
2647,jacket,neck,164,17,>
2648,brick,carriage,50,118,<
2649,dress,stair,19,85,<
2650,cow,halter,171,52,>
2651,watch,racket,11,196,<
2652,day,flag,319,9,>
2653,window,barn,24,449,<
2654,door,scooter,68,201,<
2655,boot,blanket,23,96,<
2656,shelf,leaf,161,21,>
2657,glove,snow,1280,9672,<
2658,snow,tip,801,17,>
2659,pastry,strawberry,110,16,>
2660,spectator,ball,435,185,>
2661,cup,fan,12,91,<
2662,flower,bear,663,3033,<
2663,bench,tile,909,207,>
2664,basil,leaf,96,10,>
2665,napkin,fork,2564,974,>
2666,step,banner,37,127,<
2667,tower,cow,26,141,<
2668,bench,cone,139,39,>
2669,moss,dog,38,374,<
2670,jean,sun glass,112,24,>
2671,shoe,portion,82,210,<
2672,light,elephant,369,1367,<
2673,vase,cord,108,20,>
2674,seat,speaker,100,6,>
2675,arrow,guy,16,99,<
2676,printer,key,409,3,>
2677,tile,sink,2003,5127,<
2678,column,zebra,24,86,<
2679,helmet,bike,483,5280,<
2680,cow,collar,962,109,>
2681,snow,wheel,346,74,>
2682,jet,tail,1274,140,>
2683,spot,rope,25,152,<
2684,eye,squirrel,14,274,<
2685,lettering,table,62,291,<
2686,marker,cat,6,100,<
2687,shirt,fixture,636,178,>
2688,leaf,table cloth,44,201,<
2689,moss,eye,135,2,>
2690,pair,computer,50,369,<
2691,pole,rust,101,43,>
2692,fence,cow nose,126,10,>
2693,bench,tail,238,18,>
2694,level,window,624,65,>
2695,collar,mirror,17,166,<
2696,place mat,flower,131,30,>
2697,bottom,surfer,74,519,<
2698,bag,eye,586,49,>
2699,house,ramp,44,153,<
2700,pair,statue,44,199,<
2701,tennis,flower,220,19,>
2702,scissors,bag,96,283,<
2703,window,ski,53,467,<
2704,hand,symbol,259,36,>
2705,cabinet,design,187,54,>
2706,flower,salad,14,98,<
2707,pole,bed,17,186,<
2708,magnet,dog,9,115,<
2709,rack,stove,26,108,<
2710,otter,frisbee,131,3,>
2711,tail,mouth,163,32,>
2712,photograph,hand,151,62,>
2713,television,plug,103,8,>
2714,finger,beard,23,98,<
2715,stroller,bus,39,143,<
2716,audience,catcher,136,19,>
2717,letter,signal,23,180,<
2718,stand,sock,163,28,>
2719,jean,leg,514,206,>
2720,dog,speck,97,28,>
2721,hat,bicycle,172,1390,<
2722,animal,cap,186,37,>
2723,pillow,puppy,44,137,<
2724,guy,band,219,18,>
2725,rock,container,40,95,<
2726,apple,basket,286,947,<
2727,light,passenger,46,189,<
2728,shrub,truck,47,269,<
2729,vent,shirt,51,300,<
2730,photograph,glass,185,57,>
2731,helmet,gate,14,212,<
2732,monument,shirt,95,15,>
2733,plant,outlet,207,4,>
2734,muffin,handle,93,14,>
2735,snow storm,snow,33,85,<
2736,wave,time,6,100,<
2737,outfit,elephant,94,415,<
2738,zebra,tale,124,11,>
2739,shrub,stripe,127,37,>
2740,dog,kitty,22,82,<
2741,letter,table cloth,15,138,<
2742,counter,candle,122,17,>
2743,pasta,bowl,99,282,<
2744,knife,letter,539,29,>
2745,desk,folder,100,23,>
2746,outfit,button,116,5,>
2747,button,lamp,33,406,<
2748,chef,light,170,45,>
2749,ear,clothe,12,148,<
2750,orange,jersey,26,75,<
2751,fixture,pair,20,81,<
2752,sandwich,leaf,549,28,>
2753,wood,box,454,174,>
2754,goat,leg,632,25,>
2755,car,plate,728,228,>
2756,dog,snout,544,77,>
2757,napkin,salad,46,274,<
2758,something,pizza,30,100,<
2759,roof,horse,413,1216,<
2760,foot,zebra,82,812,<
2761,boot,vehicle,36,97,<
2762,suv,train,15,183,<
2763,handle,dish,49,355,<
2764,boot,hill,5,186,<
2765,sheep grazing,hill,9,159,<
2766,sign,produce,9,98,<
2767,livestock,cow,183,39,>
2768,halter,horse,81,495,<
2769,cup,table,1393,5109,<
2770,fur,bear,1960,7214,<
2771,bean,basket,34,153,<
2772,letter,scratch,177,31,>
2773,dress,kite,158,549,<
2774,grape,bag,60,141,<
2775,brush,leaf,223,34,>
2776,kite,triangle,307,80,>
2777,portion,fence,94,244,<
2778,towel,door,423,1823,<
2779,shirt,cyclist,36,133,<
2780,microwave oven,stove,34,207,<
2781,drawer,tv,135,358,<
2782,animal,tongue,113,0,>
2783,hoof,dirt,37,188,<
2784,eye,frame,11,154,<
2785,cloth,bottom,105,37,>
2786,fencing,letter,98,6,>
2787,giraffe,trash,98,5,>
2788,clock,stain,128,36,>
2789,paper,button,898,95,>
2790,vehicle,handle,151,20,>
2791,decoration,elephant,26,119,<
2792,post,crosswalk,25,78,<
2793,cap,vehicle,56,195,<
2794,cheese,banana,43,150,<
2795,onion,light,86,35,>
2796,rock,strap,111,26,>
2797,plate,dot,495,44,>
2798,bag,head,637,264,>
2799,glass,pie,37,194,<
2800,star,pant,40,132,<
2801,computer,eye,152,3,>
2802,toilet,doorknob,235,2,>
2803,handle,mirror,62,1571,<
2804,t-shirt,window,678,239,>
2805,tree,locomotive,109,281,<
2806,knife,finger,212,74,>
2807,knob,vent,4,136,<
2808,snowsuit,goggle,104,9,>
2809,vanity,towel,269,12,>
2810,table,book,3485,1093,>
2811,rim,tree,51,441,<
2812,hand,tomato,190,55,>
2813,balcony,plant,273,72,>
2814,roof,tile,227,93,>
2815,thumb,button,433,55,>
2816,helmet,fence,274,2679,<
2817,radio,shirt,21,113,<
2818,fence,mouth,479,26,>
2819,post,curtain,21,82,<
2820,horn,herd,2,232,<
2821,duck,tail,286,27,>
2822,umbrella,stem,108,8,>
2823,wrist band,wave,0,114,<
2824,toddler,arm,84,29,>
2825,pair,wheel,1294,255,>
2826,wool,field,9,93,<
2827,letter,plaque,6,152,<
2828,house,letter,1128,98,>
2829,stem,sign,10,95,<
2830,flag,smoke,10,111,<
2831,television,plate,174,55,>
2832,shirt,pick,32,103,<
2833,vent,pillow,40,188,<
2834,cord,eye,172,39,>
2835,comforter,light,446,29,>
2836,jean,book,469,159,>
2837,forest,glove,159,13,>
2838,lawn,window,1710,90,>
2839,bottom,tree,896,2916,<
2840,door,kettle,158,9,>
2841,monitor,sticker,129,6,>
2842,cabinet,outlet,1199,11,>
2843,ketchup,plate,249,909,<
2844,pot,button,138,21,>
2845,shirt,goal,39,153,<
2846,symbol,cellphone,2,111,<
2847,counter,light,928,249,>
2848,pile,bag,766,293,>
2849,flame,candle,40,321,<
2850,purse,key,130,14,>
2851,chandelier,plant,196,54,>
2852,skier,sleeve,109,12,>
2853,light,court,35,99,<
2854,tile,bicycle,43,144,<
2855,beard,bike,19,109,<
2856,skier,lift,31,101,<
2857,jean,pack,155,52,>
2858,logo,table,81,936,<
2859,catcher,name,95,11,>
2860,vase,door,292,719,<
2861,bear,twig,424,103,>
2862,dog,metal dog tag,165,0,>
2863,wii,kid,42,113,<
2864,building,neon,159,41,>
2865,decoration,tv,23,107,<
2866,car,pane,102,0,>
2867,bag,rail,52,123,<
2868,zebra,snow,431,162,>
2869,bird,vase,77,378,<
2870,car,park,99,368,<
2871,spoon,button,138,18,>
2872,paper,suit,39,256,<
2873,head,wave,139,2972,<
2874,luggage tag,luggage,14,253,<
2875,tie,skin,100,29,>
2876,menu,basket,79,23,>
2877,jacket,star,134,26,>
2878,pipe,plane,7,107,<
2879,branch,hill,47,185,<
2880,railing,seat,79,31,>
2881,sail boat,house,87,28,>
2882,tree,fixture,331,35,>
2883,meat,type,35,132,<
2884,eye,calf,2,118,<
2885,loveseat,window,91,10,>
2886,television,lamp,820,351,>
2887,toilet,paper,818,70,>
2888,surfer,hat,269,30,>
2889,bag,coat,622,1656,<
2890,baby,design,305,39,>
2891,lamp,phone,911,208,>
2892,train,guy,282,35,>
2893,roof,logo,157,17,>
2894,tree,belly,267,16,>
2895,tie,animal,28,85,<
2896,umbrella,strap,1172,36,>
2897,train,symbol,267,12,>
2898,crack,letter,180,28,>
2899,plant,track,56,159,<
2900,bridge,number,369,40,>
2901,elephant,belt,174,0,>
2902,car,landscape,19,83,<
2903,shutter,umbrella,45,127,<
2904,printer,desk,48,370,<
2905,fence,bottom,588,122,>
2906,arm,desk,22,82,<
2907,monitor,button,1118,22,>
2908,hoodie,beach,16,89,<
2909,elephant,cushion,87,14,>
2910,spot,hydrant,11,109,<
2911,pillow,logo,156,5,>
2912,room,window,219,60,>
2913,opening,vase,36,358,<
2914,cabinet,pattern,126,21,>
2915,shirt,wrapper,100,23,>
2916,bat,field,200,587,<
2917,bush,seat,144,54,>
2918,clock,shop,33,90,<
2919,bike,tile,241,32,>
2920,window,house,635,10991,<
2921,bristle,brush,41,194,<
2922,sign,skateboarding,10,168,<
2923,selfie,tile,92,11,>
2924,onion,spoon,110,330,<
2925,tub,leaf,121,13,>
2926,number,sculpture,25,168,<
2927,belt,crowd,2,120,<
2928,wildebeest,tree,28,90,<
2929,key,cabinet,3,132,<
2930,surfer,sticker,166,0,>
2931,monitor,base,96,4,>
2932,keyboard,window,211,715,<
2933,tree,eye,4606,121,>
2934,button,blender,13,726,<
2935,beer,sandwich,45,184,<
2936,clothing,eye,110,5,>
2937,bag,monitor,68,192,<
2938,marking,horse,63,587,<
2939,toilet,brick,611,109,>
2940,flower,robe,11,116,<
2941,book,bag,435,1129,<
2942,plate,cracker,243,70,>
2943,bicycle,tie,108,21,>
2944,flag,glove,188,73,>
2945,television,bottom,136,26,>
2946,bus,chimney,238,25,>
2947,pole,bench,776,2212,<
2948,display,handle,89,22,>
2949,panel,microwave,29,83,<
2950,store,shoe,162,7,>
2951,hat,event,5,133,<
2952,ear,track,8,120,<
2953,glove,kitchen,3,100,<
2954,vase,lip,124,10,>
2955,foot,leg,300,896,<
2956,bulb,door,20,154,<
2957,cattle,horn,167,28,>
2958,blade,helicopter,29,93,<
2959,portion,tennis,25,128,<
2960,statue,eye,423,13,>
2961,flower,knob,360,28,>
2962,cellphone,bench,45,232,<
2963,stand,arm,91,31,>
2964,mouth,vest,4,145,<
2965,pizza,purse,117,46,>
2966,book,sofa,60,981,<
2967,elephant,ear,21022,2443,>
2968,eye glass,window,19,117,<
2969,cheek,head,2,107,<
2970,umbrella,wheel,695,109,>
2971,scooter,door,201,68,>
2972,light,canopy,49,142,<
2973,folder,cat,55,139,<
2974,clock,figure,467,170,>
2975,orange,hole,211,46,>
2976,window,deck,57,396,<
2977,shirt,letter,8665,714,>
2978,bottle,beard,27,133,<
2979,bracelet,knife,26,145,<
2980,briefcase,tie,94,19,>
2981,bow,bench,19,96,<
2982,bacon,shirt,30,127,<
2983,banana,banana peel,1195,231,>
2984,canopy,horse,36,212,<
2985,pile,flower,317,121,>
2986,house,hill,162,787,<
2987,leaf,monkey,9,170,<
2988,eye,window,129,1135,<
2989,tree,bracket,147,9,>
2990,tree,t-shirt,1613,577,>
2991,arm,cup,220,73,>
2992,boot,house,12,94,<
2993,trash,door,136,703,<
2994,whisker,bear,7,127,<
2995,pant,necklace,315,51,>
2996,keyboard,cpu,29,163,<
2997,steel,knob,174,7,>
2998,letter,eye glass,24,105,<
2999,comforter,animal,103,26,>
3000,ornament,cat,12,122,<
3001,goggle,snowsuit,9,104,<
3002,sheep,skin,99,1,>
3003,mouth,design,14,99,<
3004,pole,bulb,97,15,>
3005,boat,hat,3658,551,>
3006,trash,carpet,22,162,<
3007,couch,cabinet,336,111,>
3008,counter,eye,113,10,>
3009,woman,tree,86,519,<
3010,statue,helmet,129,12,>
3011,broccoli,dish,222,784,<
3012,sign,stain,137,46,>
3013,house,pillar,190,51,>
3014,table,button,2530,214,>
3015,buckle,cat,0,258,<
3016,pad,catcher,12,137,<
3017,dog,lamp,916,190,>
3018,pant,day,13,457,<
3019,eye,pony,2,177,<
3020,bag,whisker,130,11,>
3021,book,fence,23,79,<
3022,building,head,1085,170,>
3023,handle,camera,31,130,<
3024,dog,day time,2,129,<
3025,ear,cow nose,173,68,>
3026,lid,plate,70,456,<
3027,glass,dish,411,1044,<
3028,barrel,hat,163,39,>
3029,sandwich,wrap,119,40,>
3030,paint,tree,422,1396,<
3031,necklace,letter,126,38,>
3032,screen,number,326,51,>
3033,coat,rider,31,100,<
3034,hawk,feather,295,10,>
3035,finger,coat,14,147,<
3036,suit,leg,531,44,>
3037,table,pipe,117,35,>
3038,sock,camera,44,103,<
3039,car,beard,116,26,>
3040,cover,mirror,53,124,<
3041,paint,jean,66,187,<
3042,banana,forest,6,100,<
3043,rubber,bus,8,96,<
3044,suit,pen,126,9,>
3045,branch,flower,854,351,>
3046,crumb,meat,26,115,<
3047,cleat,tree,43,134,<
3048,arch,number,236,11,>
3049,horse,ear,9467,215,>
3050,blind,ear,200,13,>
3051,handle,mug,59,315,<
3052,smoke,light,286,33,>
3053,building,handrail,72,28,>
3054,surface,ear,143,41,>
3055,kitten,cord,110,13,>
3056,bottle,door,87,1545,<
3057,ear,mountain,35,785,<
3058,logo,fence,24,563,<
3059,knife,logo,141,22,>
3060,key,plant,19,184,<
3061,car,tyre,83,28,>
3062,plane,gold,96,40,>
3063,icicle,sign,36,150,<
3064,bowl,skin,141,10,>
3065,bottom,ring,100,34,>
3066,donut,lid,155,42,>
3067,wheel,letter,1056,250,>
3068,glass,mountain,53,275,<
3069,label,bus,5,101,<
3070,pen,camera,18,94,<
3071,plane nose,stripe,30,116,<
3072,cup,watch,127,33,>
3073,magazine,bed,19,213,<
3074,deer,ear,133,14,>
3075,pair,net,87,485,<
3076,cellphone,bracelet,169,31,>
3077,utensil,door,19,115,<
3078,wheel,leg,137,471,<
3079,lamp,horse,27,185,<
3080,mountain,pack,287,25,>
3081,park,bike,97,28,>
3082,table,watch,975,83,>
3083,snow,backpack,2934,746,>
3084,boot,belt,89,11,>
3085,candle,slice,37,138,<
3086,box,slice,151,35,>
3087,wave,beak,205,11,>
3088,outlet,towel,33,660,<
3089,horse,shield,159,4,>
3090,window,stair,495,1495,<
3091,handle,urn,10,90,<
3092,sign,rug,39,141,<
3093,stack,mouse,320,52,>
3094,skate board,skater,104,247,<
3095,foam,foot,126,7,>
3096,kite,stone,245,74,>
3097,branch,foliage,31,111,<
3098,boat,fruit,235,48,>
3099,desk,glass,608,129,>
3100,window,cement,115,482,<
3101,rail,helmet,301,51,>
3102,clock,tower,699,6231,<
3103,flag,gravel,25,122,<
3104,carpet,book,698,281,>
3105,mulch,dog,14,98,<
3106,knob,design,14,101,<
3107,guitar,shoe,153,3,>
3108,sink,plate,303,43,>
3109,squash,pepper,76,31,>
3110,fabric,spot,116,6,>
3111,door,note,110,8,>
3112,woman,ski,30,111,<
3113,surfer,watch,280,23,>
3114,ear,person,24,122,<
3115,trail,pole,115,34,>
3116,ski resort,snow,360,45,>
3117,spot,thumb,25,180,<
3118,snowsuit,jacket,166,49,>
3119,tail,bull,20,271,<
3120,arm,spectator,44,194,<
3121,magazine,television,13,104,<
3122,lamp,stair,16,111,<
3123,task,elephant,6,225,<
3124,letter,tan,35,395,<
3125,dish,mug,137,34,>
3126,vest,necklace,111,21,>
3127,van,hill,21,89,<
3128,cabinet,rack,159,63,>
3129,animal,yak,154,51,>
3130,shirt,tea pot,84,21,>
3131,elephant,wood,729,230,>
3132,uniform,elephant,31,138,<
3133,taillight,car,43,1166,<
3134,ear,ripple,85,262,<
3135,sweater,sneaker,178,36,>
3136,bus,bottle,99,12,>
3137,horse,band,352,4,>
3138,collar,wood,16,145,<
3139,camera,logo,212,32,>
3140,tree,sofa,51,125,<
3141,jacket,sheep,194,717,<
3142,salt,plate,142,838,<
3143,pipe,toilet,302,2879,<
3144,frisbee,sock,1348,252,>
3145,toy,paw,133,10,>
3146,girl,plate,31,77,<
3147,lid,door,42,299,<
3148,umbrella,tile,664,198,>
3149,logo,stack,10,104,<
3150,microwave,cord,376,34,>
3151,pillar,tower,45,206,<
3152,hand,sculpture,33,125,<
3153,plant,porch,21,92,<
3154,t-shirt,suit,25,77,<
3155,boat,level,138,39,>
3156,camera,sticker,208,21,>
3157,tower,train,153,889,<
3158,tusk,trunk,26,328,<
3159,handle,bath tub,2,143,<
3160,tennis,tape,136,16,>
3161,horse,boat,492,186,>
3162,giraffe,arch,135,39,>
3163,eye,t-shirt,44,595,<
3164,batter,catcher,5504,2099,>
3165,couch,foot,317,34,>
3166,clock,pipe,289,66,>
3167,box,house,59,185,<
3168,table,candle,2449,380,>
3169,star,elephant,20,547,<
3170,herd,tail,524,0,>
3171,ear,pant,65,1154,<
3172,cow,clothe,102,34,>
3173,beam,train,135,355,<
3174,shoe,tip,126,16,>
3175,device,shirt,140,363,<
3176,door,leg,484,158,>
3177,wave,necklace,158,2,>
3178,beanie,jean,32,88,<
3179,tile,column,40,130,<
3180,vest,eye,341,16,>
3181,arrow,bike,52,276,<
3182,shade,rock,123,48,>
3183,bird,dolphin,44,143,<
3184,bush,home,30,113,<
3185,bottom,frisbee,105,259,<
3186,logo,pair,143,902,<
3187,couch,boot,114,7,>
3188,pant,tent,116,305,<
3189,seat,bench,278,736,<
3190,sauce,board,22,135,<
3191,dog,fabric,439,149,>
3192,person,pant,219,673,<
3193,fabric,flower,260,82,>
3194,tennis,number,303,0,>
3195,logo,bench,32,327,<
3196,train,diamond,136,2,>
3197,expanse,beach,77,31,>
3198,shirt,collar,2075,267,>
3199,cat,logo,1193,59,>
3200,sweater,bow,154,10,>
3201,bar,glass,511,139,>
3202,screw,knife,1,119,<
3203,lip,flower,17,113,<
3204,leg,mountain,46,427,<
3205,bird,t-shirt,28,103,<
3206,pattern,couch,38,315,<
3207,pant,eye,892,56,>
3208,baby,eyebrow,149,4,>
3209,foot,wheel,490,126,>
3210,duck,wing,289,68,>
3211,chandelier,bed,39,138,<
3212,dog,cord,686,110,>
3213,store,light,309,88,>
3214,fridge,cabinet,986,348,>
3215,button,pair,216,880,<
3216,marker,tree,55,376,<
3217,cow,woman,120,6,>
3218,tarp,letter,271,6,>
3219,bird,tuft,93,10,>
3220,shoulder,ear,107,19,>
3221,fork,spot,224,36,>
3222,car,driveway,135,330,<
3223,horse,truck,1181,471,>
3224,shoe lace,cat,46,257,<
3225,cushion,tv,84,198,<
3226,train,bag,2139,183,>
3227,plate,window,411,1351,<
3228,object,wood,70,282,<
3229,skin,bird,37,106,<
3230,trim,horse,43,189,<
3231,glass,steak,17,104,<
3232,leaf,fabric,53,139,<
3233,umbrella,pool,156,464,<
3234,plane,paint,571,81,>
3235,cup,tip,122,5,>
3236,cup,cloth,57,194,<
3237,glass,event,5,126,<
3238,kite,boat,782,173,>
3239,whisker,cat nose,346,27,>
3240,hand,surfer,59,1667,<
3241,camera,spot,102,23,>
3242,stop light,train,4,200,<
3243,ear,bow,49,138,<
3244,fur,branch,99,242,<
3245,crouton,salad,12,190,<
3246,zebra,shoe,150,1,>
3247,petal,rose,35,474,<
3248,backpack,train,111,1073,<
3249,bag,path,25,119,<
3250,emblem,umbrella,5,116,<
3251,lock,car,2,109,<
3252,pickup,truck,51,136,<
3253,glass,bartender,12,123,<
3254,day,bike,199,20,>
3255,wood,paw,101,13,>
3256,chicken,bean,107,27,>
3257,jean,tattoo,299,33,>
3258,hand,pan,66,173,<
3259,fridge,container,240,22,>
3260,pile,spoon,210,76,>
3261,tree,balloon,289,91,>
3262,letter,broccoli,6,100,<
3263,knife,dress,63,301,<
3264,frame,bench,109,257,<
3265,guy,paint,115,23,>
3266,pin,suit,23,163,<
3267,lettering,wave,6,156,<
3268,coat,leaf,656,242,>
3269,bag,pen,354,24,>
3270,cap,tennis,13,1331,<
3271,ring,cat,50,824,<
3272,spot,sheep,54,1331,<
3273,giraffe,dog,118,18,>
3274,meat,light,187,49,>
3275,cab,flag,118,11,>
3276,path,window,649,59,>
3277,glass,eye,1565,167,>
3278,garbage,mirror,35,192,<
3279,paper,cap,175,69,>
3280,tire,advertisement,23,111,<
3281,tie,fence,35,174,<
3282,rain,leaf,101,13,>
3283,screen,plant,131,40,>
3284,hydrant,bottom,154,52,>
3285,sandwich,spinach,148,11,>
3286,mirror,clock,661,118,>
3287,wire,backpack,84,31,>
3288,table,handle,1677,291,>
3289,camera,belt,147,31,>
3290,pumpkin,corn,81,34,>
3291,spot,plane,37,241,<
3292,kite,helmet,221,50,>
3293,fire,mirror,23,80,<
3294,stem,bunch,63,339,<
3295,pan,knife,319,70,>
3296,tv,cord,881,65,>
3297,hat,fencing,16,152,<
3298,fence,tuft,96,5,>
3299,cat,woman,83,30,>
3300,hand,dress,313,1255,<
3301,bike,spectator,96,41,>
3302,brick,tunnel,10,141,<
3303,surface,cake,36,186,<
3304,toilet,decoration,137,10,>
3305,collection,tv,20,81,<
3306,desk,container,161,23,>
3307,blanket,ball,143,18,>
3308,mirror,hanger,164,9,>
3309,towel,handle,1373,108,>
3310,pole,spectator,65,156,<
3311,cabinet,glass,818,271,>
3312,keyboard,ear,109,14,>
3313,snow,expanse,22,92,<
3314,sheet,telephone,137,6,>
3315,ribbon,sheep,33,86,<
3316,light,stage,87,259,<
3317,letter,dog,85,2319,<
3318,tennis,pony tail,186,10,>
3319,bush,flower,2866,793,>
3320,sticker,bicycle,15,149,<
3321,tire,stair,33,144,<
3322,telephone,lamp,44,493,<
3323,eye,leg,54,1958,<
3324,mouth,fur,103,524,<
3325,bicycle,bird,94,26,>
3326,machine,button,376,18,>
3327,flyer,sign,93,38,>
3328,spike,tree,27,90,<
3329,umbrella,tie,576,86,>
3330,bow,toy,26,202,<
3331,wood,stem,85,22,>
3332,cheese,speck,111,9,>
3333,speaker,guy,33,108,<
3334,medal,shirt,25,85,<
3335,elephant,weather,17,96,<
3336,tan,refrigerator,24,83,<
3337,wire,plug,91,19,>
3338,tennis,seat,301,41,>
3339,stump,giraffe,17,326,<
3340,trail,jet,103,34,>
3341,pole,forest,44,354,<
3342,tile,shower,121,636,<
3343,leg,toy,64,255,<
3344,siding,letter,103,28,>
3345,lemon,pizza,3,145,<
3346,gravel,wheel,305,90,>
3347,grate,building,37,158,<
3348,sock,suit,37,115,<
3349,foot,jean,166,644,<
3350,cucumber,spoon,26,111,<
3351,cleat,frisbee,100,443,<
3352,sandwich,ham,295,41,>
3353,board,hole,202,26,>
3354,dog,eye,7526,212,>
3355,bucket,sheep,57,310,<
3356,wheel,snow,74,346,<
3357,bench,sneaker,753,96,>
3358,pan,jacket,19,83,<
3359,finger,frisbee,66,179,<
3360,bit,cheese,28,102,<
3361,mirror,phone,464,65,>
3362,helmet,awning,31,98,<
3363,bush,cap,321,62,>
3364,paint,ear,110,20,>
3365,building,handle,504,43,>
3366,pair,photograph,30,114,<
3367,glove,fan,15,144,<
3368,pepper,dog,53,702,<
3369,field,object,203,30,>
3370,seat,spot,111,38,>
3371,dirt,mirror,93,39,>
3372,racket,cap,601,73,>
3373,hole,bag,36,186,<
3374,cord,couch,12,383,<
3375,strawberry,dish,12,159,<
3376,pair,shirt,3607,12487,<
3377,bottom,bed,30,492,<
3378,bedspread,flower,264,9,>
3379,bottle,button,540,146,>
3380,clock,skeleton,76,26,>
3381,bike,lettering,252,17,>
3382,alligator,eye,99,1,>
3383,bed,tree,428,154,>
3384,strap,jean,70,309,<
3385,collar,tile,13,144,<
3386,horn,bunch,9,98,<
3387,basket,door,96,530,<
3388,frisbee,shrub,72,170,<
3389,statue,foot,111,15,>
3390,kitchen,shirt,1128,171,>
3391,leg,catcher,84,415,<
3392,t-shirt,luggage,31,133,<
3393,fire extinguisher,door,11,127,<
3394,elephant,light,1367,369,>
3395,glass,nail,130,13,>
3396,bag,statue,83,201,<
3397,skier,vest,401,59,>
3398,mountain,tent,182,50,>
3399,lampshade,table,43,322,<
3400,sleeve,uniform,2,119,<
3401,handle,drawer,113,1273,<
3402,wrinkle,letter,89,13,>
3403,horse,portion,234,76,>
3404,hand,bat,163,602,<
3405,hoof,sheep,24,536,<
3406,handle,fabric,56,174,<
3407,track,tower,114,33,>
3408,pole,dock,64,202,<
3409,blind,candle,173,17,>
3410,plate,nail,118,7,>
3411,hand,desk,105,318,<
3412,kitchen,bucket,110,1,>
3413,bag,awning,92,325,<
3414,pile,handle,368,50,>
3415,leg,ear,2379,354,>
3416,sticker,suit,1,105,<
3417,shoe,ski,43,610,<
3418,pattern,handle,113,42,>
3419,fence,catcher,667,213,>
3420,horse,bottom,587,161,>
3421,fur,cat,710,6035,<
3422,bed,railing,116,21,>
3423,sink,hinge,104,5,>
3424,coat,day,4,237,<
3425,arm,soccer,5,103,<
3426,cake,cream,497,83,>
3427,bush,hole,117,16,>
3428,eye,bottom,47,331,<
3429,sink,hose,86,26,>
3430,pant,kid,476,1858,<
3431,jeep,wheel,81,25,>
3432,soap,window,3,169,<
3433,tire,ambulance,6,104,<
3434,sheep,head,1730,228,>
3435,train,snow,1370,549,>
3436,towel,stool,35,213,<
3437,fence,brick,884,373,>
3438,stone,hand,265,99,>
3439,blanket,knob,187,0,>
3440,window,sail,4,100,<
3441,bear,bubble,529,156,>
3442,cap,spectator,55,533,<
3443,cat,wheel,1095,306,>
3444,track,goggle,448,45,>
3445,number,portion,27,269,<
3446,plant,bud,119,46,>
3447,dot,light,39,195,<
3448,jean,rain,9,153,<
3449,building,strap,283,44,>
3450,kitchen,blender,144,17,>
3451,zebra,belly,557,50,>
3452,cable,television,7,184,<
3453,rose,cake,57,579,<
3454,uniform,cap,576,23,>
3455,t-shirt,sandal,143,46,>
3456,elephant,riverbank,84,21,>
3457,collar,tan,11,147,<
3458,bus,tie,281,73,>
3459,dock,hat,101,32,>
3460,jet,letter,457,13,>
3461,mirror,lighting,123,49,>
3462,key,bottom,70,197,<
