,o1,o2,>,<,typical
2844,bottle,cake,47,611,<
2845,shirt,step,442,1117,<
2846,number,pair,159,1266,<
2847,toaster,plate,147,13,>
2848,apple,basket,286,947,<
2849,arch,number,236,11,>
2850,railing,helmet,315,30,>
2851,board,name,106,9,>
2852,goalie,shirt,80,23,>
2853,building,helmet,1907,282,>
2854,mouth,plant,23,261,<
2855,head board,lamp,361,41,>
2856,beard,bike,19,109,<
2857,dog,speck,97,28,>
2858,symbol,cat,8,218,<
2859,plate,tub,81,26,>
2860,t-shirt,spectator,46,133,<
2861,flower,salad,14,98,<
2862,bush,eye,780,27,>
2863,window,signage,57,140,<
2864,clock,bed,9,588,<
2865,skirt,person,84,27,>
2866,foot,logo,196,49,>
2867,skiing,coat,195,23,>
2868,seat,bench,278,736,<
2869,pillow,bed spread,92,475,<
2870,face,board,80,196,<
2871,rock,object,236,93,>
2872,rock,zebra grazing,39,292,<
2873,pair,computer,50,369,<
2874,glass,button,1427,562,>
2875,rain,hand,121,12,>
2876,plate,table setting,8,93,<
2877,fence,backpack,390,83,>
2878,woman,suit,30,140,<
2879,day,flower,269,18,>
2880,plate,roll,425,156,>
2881,rock,cliff,120,426,<
2882,exhaust,bike,18,152,<
2883,backpack,trash,126,33,>
2884,belly,elephant,38,362,<
2885,button,strap,34,326,<
2886,metal dog tag,dog,0,165,<
2887,head,bush,180,804,<
2888,tire,tank,37,197,<
2889,door,holder,166,32,>
2890,photograph,train,110,35,>
2891,runway,light,225,22,>
2892,tree,candle,169,21,>
2893,wagon,umbrella,94,19,>
2894,sink,knife,162,44,>
2895,eye,bowl,47,352,<
2896,turkey,sandwich,18,156,<
2897,pigeon,head,90,23,>
2898,rubber,bus,8,96,<
2899,sweater,cup,572,41,>
2900,sail,pole,158,55,>
2901,fence,book,79,23,>
2902,leaf,shade,49,202,<
2903,key,cabinet,3,132,<
2904,curtain,keyboard,399,60,>
2905,bracelet,knife,26,145,<
2906,car,shutter,141,36,>
2907,mouth,guy,22,548,<
2908,planter,bench,85,281,<
2909,fence,bin,126,29,>
2910,glove,bird,30,90,<
2911,display,key,100,5,>
2912,surface,spoon,36,86,<
2913,base,cat,160,416,<
2914,tire,minivan,8,101,<
2915,frisbee,otter,3,131,<
2916,horse,forelock,134,1,>
2917,cabinet,paper,485,71,>
2918,spot,sauce,31,189,<
2919,pillow,head board,164,900,<
2920,necklace,arm,30,132,<
2921,dish,spoon,913,283,>
2922,logo,shoe,262,732,<
2923,kid,container,87,19,>
2924,dog,tip,1166,65,>
2925,table,necklace,516,85,>
2926,holder,sink,23,257,<
2927,plate,toilet,30,161,<
2928,orange,crease,146,4,>
2929,eye,towel,23,209,<
2930,refrigerator,knife,172,4,>
2931,sofa,desk,84,32,>
2932,pizza,cabinet,169,69,>
2933,pillow,curtain,1178,6138,<
2934,child,baby,67,215,<
2935,dresser,tv,211,56,>
2936,snow,flag,1757,647,>
2937,spinach,plate,145,598,<
2938,scooter,glass,107,20,>
2939,pan,jacket,19,83,<
2940,scissors,dog,0,158,<
2941,grill,letter,109,17,>
2942,mouth,coat,38,359,<
2943,kitchen,banana,129,3,>
2944,letter,beer,11,226,<
2945,shoe,portion,82,210,<
2946,screen,number,326,51,>
2947,number,vase,33,687,<
2948,fruit,design,133,39,>
2949,wrist band,wave,0,114,<
2950,switch,board,0,132,<
2951,letter,truck,176,3049,<
2952,stand,cap,236,35,>
2953,animal,wheel,120,11,>
2954,pillow,cat nose,267,2,>
2955,elephant,house,315,132,>
2956,salt,plate,142,838,<
2957,pattern,couch,38,315,<
2958,table,light,5210,1252,>
2959,pail,cow,7,220,<
2960,collar,boat,3,121,<
2961,hat,tree,1838,10998,<
2962,orange,truck,327,1004,<
2963,fin,surfer,2,315,<
2964,pizza,plastic,158,31,>
2965,arrow,plane,25,265,<
2966,bottom,fruit,68,289,<
2967,glove,batter,130,1684,<
2968,sticker,glass,90,355,<
2969,stripe,beach,57,326,<
2970,toddler,glass,138,27,>
2971,box,bed,33,395,<
2972,mouth,towel,11,96,<
2973,jeep,wheel,81,25,>
2974,toilet,knob,1233,4,>
2975,vine,clock,98,18,>
2976,object,track,36,123,<
2977,light,rug,262,1203,<
2978,frame,hat,145,49,>
2979,handle,steel,26,201,<
2980,paper,crate,26,74,<
2981,plane,pipe,107,7,>
2982,monitor,ear,112,4,>
2983,plate,grease,144,13,>
2984,cake,pink,208,51,>
2985,apple,plate,480,2043,<
2986,cake,bottom,388,73,>
2987,crowd,purse,128,32,>
2988,lemon,sticker,110,26,>
2989,skier,parka,78,30,>
2990,jean,sofa,70,234,<
2991,bang,eye,96,8,>
2992,shirt,bridge,145,804,<
2993,tarp,window,343,45,>
2994,stem,umbrella,8,108,<
2995,plate,shoe,237,101,>
2996,handle,orange,167,702,<
2997,pepper,dog,53,702,<
2998,letter,device,5,115,<
2999,comforter,plant,120,6,>
3000,comforter,animal,103,26,>
3001,sign,church,69,337,<
3002,cauliflower,vegetable,55,271,<
3003,keyboard,bottle,503,96,>
3004,collar,sheet,7,96,<
3005,bridge,number,369,40,>
3006,horn,buffalo,10,103,<
3007,block,handle,91,15,>
3008,stack,potato,72,29,>
3009,vase,bud,258,16,>
3010,table cloth,fork,696,257,>
3011,stool,blind,18,88,<
3012,jean,ring,307,28,>
3013,banana,beard,220,52,>
3014,field,sheep grazing,179,22,>
3015,moon,cow,22,141,<
3016,knob,bunch,8,95,<
3017,day,hill,234,27,>
3018,spice,meat,12,90,<
3019,bed,dot,320,3,>
3020,butter,table,42,129,<
3021,toe nail,dog,0,134,<
3022,chest,zebra,8,164,<
3023,field,umbrella,418,100,>
3024,number,basket,13,141,<
3025,t-shirt,tattoo,167,10,>
3026,bench,trash can,263,57,>
3027,horse,banner,523,77,>
3028,stand,sock,163,28,>
3029,tap,light,29,71,<
3030,broccoli,rim,102,26,>
3031,shirt,zipper,326,41,>
3032,plate,house,42,109,<
3033,steeple,clock,799,150,>
3034,arm,doll,22,233,<
3035,weed,hat,98,25,>
3036,gold,building,110,278,<
3037,propeller,helicopter,67,193,<
3038,beach,bottom,231,36,>
3039,shirt,lanyard,566,138,>
3040,tree,belt,729,51,>
3041,suit case,window,88,30,>
3042,car,glove,310,72,>
3043,conversation,shirt,147,43,>
3044,beer,sandwich,45,184,<
3045,cement,dog,78,184,<
3046,branch,bark,207,56,>
3047,lid,cup,129,366,<
3048,finger,sweater,26,212,<
3049,leaf,costume,8,94,<
3050,phone,ring,1000,78,>
3051,wheel,runway,12,507,<
3052,light,wii remote,32,101,<
3053,costume,dress,98,15,>
3054,elephant,bubble,129,1,>
3055,camera,bowl,201,50,>
3056,pair,kid,198,1471,<
3057,window,station,55,188,<
3058,window,banner,434,1451,<
3059,television,stone,187,21,>
3060,pole,bench,776,2212,<
3061,book,rack,25,87,<
3062,blade,helicopter,29,93,<
3063,house,bag,247,94,>
3064,suit,knife,132,10,>
3065,day,kid,129,12,>
3066,sauce,tortilla,18,95,<
3067,fender,bike,34,372,<
3068,sign,rack,102,367,<
3069,drawer,faucet,301,53,>
3070,symbol,fence,6,108,<
3071,bicycle,book,173,46,>
3072,hill,shirt,1109,205,>
3073,cat,device,284,20,>
3074,pot,cabinet,155,852,<
3075,tree,wrist,138,3,>
3076,cap,plate,63,278,<
3077,sandwich,spinach,148,11,>
3078,door,door way,32,108,<
3079,tooth brush,bristle,193,9,>
3080,rope,guy,49,118,<
3081,bundle,shirt,53,141,<
3082,couch,poster,261,30,>
3083,metal arm rest,bench,18,82,<
3084,towel,container,327,122,>
3085,glass,knob,354,58,>
3086,hand,tablet,24,81,<
3087,beard,finger,98,23,>
3088,bag,ipod,111,5,>
3089,shirt,watch,5666,543,>
3090,ivy,sign,100,21,>
3091,pasta,tomato,99,10,>
3092,strap,pack,8,108,<
3093,railing,glass,169,54,>
3094,house,brick,614,176,>
3095,rail,sign,745,246,>
3096,speaker,guy,33,108,<
3097,donut,spot,258,10,>
3098,bar,cat,100,277,<
3099,wave,person,569,74,>
3100,plane,paint,571,81,>
3101,shoe,sandwich,25,165,<
3102,truck,mirror,2605,191,>
3103,roof,logo,157,17,>
3104,tape,scissors,36,150,<
3105,day time,flower,111,0,>
3106,muffin,plate,129,336,<
3107,tree,diamond,227,32,>
3108,camera,spot,102,23,>
3109,pipe,bicycle,30,86,<
3110,paper,tip,126,3,>
3111,store,window,935,158,>
3112,dog,surfer,74,252,<
3113,tank,truck,36,151,<
3114,rug,fan,156,24,>
3115,broccoli,bottle,111,14,>
3116,microwave,display,243,9,>
3117,corn,tomato,113,30,>
3118,letter,baby,19,415,<
3119,bottle,blind,15,273,<
3120,neck,horse,10,200,<
3121,number,lamp,32,168,<
3122,window,deck,57,396,<
3123,light,kite,113,353,<
3124,shirt,fixture,636,178,>
3125,giraffe,t-shirt,223,80,>
3126,paint,graffiti,124,392,<
3127,outlet,curtain,1,480,<
3128,ear,comforter,2,136,<
3129,dress,tattoo,135,17,>
3130,suit,neck,135,2,>
3131,pillow,cream,137,435,<
3132,panel,hat,146,54,>
3133,donut,dress,36,97,<
3134,light,house,235,1136,<
3135,arm,outfit,23,105,<
3136,computer,finger,93,14,>
3137,landscape,horse,280,70,>
3138,donut,case,29,99,<
3139,shirt,family,32,813,<
3140,pant,hill,127,1129,<
3141,curtain,book,1511,239,>
3142,petal,plant,20,236,<
3143,woman,kite,68,205,<
3144,sweater,towel,90,25,>
3145,basket,sticker,189,22,>
3146,wii,kid,42,113,<
3147,pebble,glass,5,109,<
3148,cement,bus,53,131,<
3149,jean,stair,72,183,<
3150,knob,shelf,15,373,<
3151,sheet,phone,242,55,>
3152,bride,flower,952,50,>
3153,basket,desk,10,116,<
3154,fence,cleat,152,22,>
3155,stand,horse,94,342,<
3156,container,cap,213,50,>
3157,dvd,holder,127,29,>
3158,truck,window,8717,796,>
3159,tap,towel,35,244,<
3160,herd,tusk,186,0,>
3161,head,pizza,134,356,<
3162,ring,blouse,2,98,<
3163,bridge,glass,84,36,>
3164,board,leaf,593,211,>
3165,train,eye,124,0,>
3166,shirt,skull,142,30,>
3167,basket,onion,143,50,>
3168,book,jean,159,469,<
3169,eye,camera,53,925,<
3170,frame,leg,149,43,>
3171,giraffe,dress,139,17,>
3172,antelope,tree,43,276,<
3173,trunk,wave,33,381,<
3174,glass,snow,216,1019,<
3175,building,pane,184,13,>
3176,helmet,athlete,2,185,<
3177,apple,tie,16,86,<
3178,kite,spot,183,32,>
3179,cord,sink,42,131,<
3180,collar,mirror,17,166,<
3181,apple,dot,165,30,>
3182,frisbee,day,26,238,<
3183,mushroom,dish,18,165,<
3184,orange,light,1524,517,>
3185,printer,cord,85,30,>
3186,fruit,surface,123,23,>
3187,horse,gun,124,9,>
3188,apron,kitchen,45,440,<
3189,meal,cheese,246,10,>
3190,spot,sheep,54,1331,<
3191,sandwich,fork,2006,237,>
3192,flower,pizza,31,531,<
3193,kid,girl,159,19,>
3194,crosswalk,shirt,471,76,>
3195,pole,elephant,446,1919,<
3196,guy,stack,194,55,>
3197,mouth,shirt,258,4268,<
3198,telephone,window,25,346,<
3199,bottle,fixture,41,118,<
3200,tree,vest,1239,406,>
3201,frisbee,eye,828,6,>
3202,sweater,pillow,264,87,>
3203,ball,cow,7,165,<
3204,cow grazing,hill,9,116,<
3205,hat,barrel,39,163,<
3206,panel,light,445,163,>
3207,bed,spot,252,13,>
3208,television,bottom,136,26,>
3209,arrow,suit,12,91,<
3210,button,charger,13,131,<
3211,book,leaf,342,126,>
3212,finger,wii remote,84,21,>
3213,seagull,leg,178,19,>
3214,paper,lettuce,262,88,>
3215,cat,armrest,139,59,>
3216,elephant,t-shirt,393,87,>
3217,head,surface,51,127,<
3218,footboard,bed,36,202,<
3219,bottom,tv,49,168,<
3220,wood,button,384,47,>
3221,microwave,stove,291,1118,<
3222,camera,handle,130,31,>
3223,mirror,pillow,2658,812,>
3224,horse,lettering,236,2,>
3225,jet,truck,163,44,>
3226,kitchen,box,316,6,>
3227,blanket,collar,388,10,>
3228,keyboard,outlet,120,2,>
3229,handle,boat,23,295,<
3230,flag,series,4,125,<
3231,container,carrot,782,279,>
3232,house,sail boat,28,87,<
3233,kitty,dog,82,22,>
3234,body,helmet,221,37,>
3235,cat,faucet,951,137,>
3236,phone,eyebrow,271,4,>
3237,window,patio,23,218,<
3238,gold,wheel,91,20,>
3239,blueberry,fruit,49,183,<
3240,bank,light,91,39,>
3241,plate,jean,103,258,<
3242,sandwich,spot,369,7,>
3243,pair,logo,902,143,>
3244,necklace,door,15,147,<
3245,bag,tarp,39,105,<
3246,light,stage,87,259,<
3247,snow boarder,glove,222,13,>
3248,hoof,calf,2,105,<
3249,pole,bulb,97,15,>
3250,beach,wheel,177,14,>
3251,alleyway,sign,99,18,>
3252,meal,meat,533,21,>
3253,suit,speaker,78,23,>
3254,dvd,television,9,224,<
3255,fridge,jean,99,26,>
3256,star,table,41,198,<
3257,light,cab,32,222,<
3258,fence,cow nose,126,10,>
3259,kitchen,bucket,110,1,>
3260,piano,table,113,47,>
3261,door,shop,29,89,<
3262,cap,t-shirt,147,664,<
3263,couch,wheel,105,6,>
3264,car,horn,118,35,>
3265,eye,clothe,7,134,<
3266,stove,toaster,218,8,>
3267,desk,glass,608,129,>
3268,sofa,vase,454,21,>
3269,bracelet,bride,6,103,<
3270,helmet,skate,16,106,<
3271,fence,vine,89,34,>
3272,railing,t-shirt,85,33,>
3273,box,truck,60,419,<
3274,tan,herd,5,96,<
3275,keyboard,bed,8,147,<
3276,fence,umpire,423,157,>
3277,pole,horn,156,62,>
3278,wheel,snow,74,346,<
3279,knife,basket,39,162,<
3280,cup,sleeve,44,125,<
3281,sticker,shelf,18,180,<
3282,petal,table,38,289,<
3283,light,mat,45,178,<
3284,eye,straw,20,145,<
3285,spectator,letter,349,35,>
3286,bridge,graffiti,185,25,>
3287,pair,mouth,628,66,>
3288,rose,table,174,427,<
3289,eyebrow,orange,6,95,<
3290,faucet,light,225,653,<
3291,bucket,curtain,2,107,<
3292,light,jet,51,387,<
3293,banana,desk,14,89,<
3294,lawn,sign,198,67,>
3295,bicycle,rock,244,55,>
3296,cup,head,87,269,<
3297,tea pot,window,15,123,<
3298,plate,blueberry,430,24,>
3299,plate,banana,2430,758,>
3300,lamppost,train,17,100,<
3301,foot,leg,300,896,<
3302,broccoli,spice,87,37,>
3303,table,design,1011,320,>
3304,clothe,train,10,102,<
3305,sleeve,skier,12,109,<
3306,towel,sponge,177,4,>
3307,cake,pillow,127,22,>
3308,trim,handle,169,36,>
3309,ski,window,467,53,>
3310,bag,apron,57,233,<
3311,umbrella,sticker,214,15,>
3312,field,dog,1604,419,>
3313,mountain,cow,3111,978,>
3314,shoe,vest,91,451,<
3315,plug,keyboard,22,136,<
3316,umbrella,child,84,35,>
3317,car,statue,186,494,<
3318,microphone,eye,98,13,>
3319,gate,bird,101,32,>
3320,purse,umbrella,540,2854,<
3321,feather,animal,33,138,<
3322,pot,knob,524,208,>
3323,shrub,stripe,127,37,>
3324,bed,night stand,990,44,>
3325,bracelet,table,23,525,<
3326,snout,face,6,98,<
3327,spatula,cake,51,442,<
3328,eyelash,shirt,3,105,<
3329,surface,cake,36,186,<
3330,bed,curtain,3511,1140,>
3331,tip,branch,3,134,<
3332,tan,drawer,91,37,>
3333,tower,light,1081,217,>
3334,helmet,fence,274,2679,<
3335,branch,wing,251,48,>
3336,chicken,hen,164,62,>
3337,bus,tie,281,73,>
3338,skirt,strap,92,21,>
3339,pillar,surfer,20,99,<
3340,magnet,dog,9,115,<
3341,hand,snow board,10,185,<
3342,person,pair,186,461,<
3343,leaf,duck,172,625,<
3344,cabbage,plate,64,223,<
3345,horse,fur,1336,135,>
3346,skier,vest,401,59,>
3347,donut,strawberry,126,32,>
3348,mousepad,keyboard,63,344,<
3349,sandwich,bread,3240,746,>
3350,bottle,blouse,9,102,<
3351,jump,jacket,100,8,>
3352,sign,herd,4,120,<
3353,day,flag,319,9,>
3354,wood,collar,145,16,>
3355,telephone,cup,100,20,>
3356,surf board,leaf,136,37,>
3357,alligator,eye,99,1,>
3358,glove,fan,15,144,<
3359,automobile,building,26,77,<
3360,bowl,stripe,319,104,>
3361,bed,railing,116,21,>
3362,sedan,window,764,74,>
3363,sock,suit,37,115,<
3364,fence,skirt,384,96,>
3365,pan,cookie,111,11,>
3366,table,leg,1163,198,>
3367,pepper,fork,114,289,<
3368,light,day,9,396,<
3369,container,bike,28,113,<
3370,bowl,celery,124,29,>
3371,couch,beer,99,3,>
3372,bush,curtain,25,77,<
3373,sneaker,tarp,7,118,<
3374,skatepark,guy,104,30,>
3375,paper,mouth,121,41,>
3376,dog,cord,686,110,>
3377,vase,spot,385,39,>
3378,tape,table,46,113,<
3379,paper,kitchen,11,162,<
3380,mirror,handle,1571,62,>
3381,desk,bottom,107,33,>
3382,bowl,peach,219,90,>
3383,donut,hole,1443,87,>
3384,dot,light,39,195,<
3385,ear,counter,5,102,<
3386,bush,horn,400,33,>
3387,orange,jersey,26,75,<
3388,switch,stove,0,197,<
3389,sign,hook,106,11,>
3390,scarf,light,298,114,>
3391,cow,tie,164,4,>
3392,handler,elephant,19,116,<
3393,string,helmet,98,8,>
3394,handle,appliance,9,99,<
3395,bottle,bear,106,347,<
3396,kitten,bag,98,32,>
3397,banner,bus,77,880,<
3398,cabinet,faucet,1141,57,>
3399,woman,bike,24,138,<
3400,antenna,truck,19,112,<
3401,tree,hat,10998,1838,>
3402,train,luggage,545,113,>
3403,bird,leg,3518,377,>
3404,tattoo,tree,27,246,<
3405,spike,tree,27,90,<
3406,light,cluster,40,114,<
3407,number,paper,72,355,<
3408,letter,market,1,128,<
3409,umbrella,glass,2709,536,>
3410,bench,giraffe,15,147,<
3411,machine,screen,110,30,>
3412,elephant,belt,174,0,>
3413,bench,pattern,167,45,>
3414,crop,horse,58,184,<
3415,wave,fin,319,3,>
3416,pot,letter,275,34,>
3417,shirt,pen,858,115,>
3418,cabinet,outlet,1199,11,>
3419,bird,needle,91,27,>
3420,hill,gravel,137,57,>
3421,bench,cat,3707,1123,>
3422,pillow,rabbit,76,24,>
3423,star,hat,48,151,<
3424,wave,board,4927,1553,>
3425,zebra,tan,1007,296,>
3426,spot,rope,25,152,<
3427,sofa,stand,141,8,>
3428,bar,towel,73,198,<
3429,logo,tarp,4,111,<
3430,pepper,bag,35,129,<
3431,zebra,stone,1172,257,>
3432,number,bumper,13,207,<
3433,shirt,name tag,767,73,>
3434,tire,rim,199,33,>
3435,broccoli,border,40,111,<
3436,greenery,bird,104,43,>
3437,dog,pen,157,46,>
3438,tree,pane,356,12,>
3439,trainer,elephant,48,202,<
3440,paper,straw,134,35,>
3441,wing,plane,1386,8916,<
3442,toe,foot,33,644,<
3443,cross,tree,74,324,<
3444,lid,donut,42,155,<
3445,plate,finger nail,122,0,>
3446,trail,leaf,214,32,>
3447,tree,cow grazing,405,83,>
3448,cup,monitor,24,653,<
3449,decoration,tv,23,107,<
3450,cabinet,control,179,12,>
3451,uniform,hat,1314,91,>
3452,shirt,sneaker,3856,772,>
3453,wheel,letter,1056,250,>
3454,seat,bleacher,27,79,<
3455,advertisement,dog,40,105,<
3456,condiment,plate,77,236,<
3457,bottle,bus,12,99,<
3458,flower,herd,23,144,<
3459,house,pillar,190,51,>
3460,shirt,hut,37,89,<
3461,roll,dog,31,186,<
3462,arm,dress,138,381,<
3463,mustard,sandwich,11,322,<
3464,sofa,window,1101,403,>
3465,sofa,control,249,5,>
3466,tip,kite,4,358,<
3467,stack,door,136,441,<
3468,wrist,hand,46,292,<
3469,design,napkin,52,186,<
3470,spot,building,92,1030,<
3471,lamb,cow,100,17,>
3472,couch,shade,162,19,>
3473,dock,rope,209,53,>
3474,umbrella,portion,350,116,>
3475,boot,clothe,10,93,<
3476,ear,sheep,249,9738,<
3477,track,stripe,463,110,>
3478,foliage,leaf,658,73,>
3479,t-shirt,hat,1296,335,>
3480,phone,curtain,117,706,<
3481,bull,number,130,8,>
3482,meal,potato,273,15,>
3483,ketchup,hotdog,65,716,<
3484,portion,apple,24,86,<
3485,trolley,leaf,89,11,>
3486,whisker,cat nose,346,27,>
3487,shirt,scale,118,42,>
3488,fence,wrinkle,115,11,>
3489,mountain,raft,133,25,>
3490,ramp,wheel,723,21,>
3491,shed,cow,25,128,<
3492,jersey,umpire,140,445,<
3493,bank,rock,92,15,>
3494,dot,horse,3,140,<
3495,candle,refrigerator,23,88,<
3496,glass,bar,139,511,<
3497,letter,package,2,124,<
3498,arrow,mountain,13,149,<
3499,jean,bowl,149,55,>
3500,shrimp,dish,20,84,<
3501,frame,helmet,79,31,>
3502,spot,tie,19,267,<
3503,liquid,pizza,38,508,<
3504,day,cap,138,0,>
3505,cup,pen,214,77,>
3506,shirt,mustard,145,50,>
3507,slope,ski,800,177,>
3508,pant,sun glass,164,28,>
3509,bench,net,43,125,<
3510,banana,bar,54,153,<
3511,key,cellphone,23,318,<
3512,clock,label,217,62,>
3513,baby,toy,679,135,>
3514,cone,letter,239,67,>
3515,glass,van,90,226,<
3516,crosswalk,banner,107,7,>
3517,guy,plate,391,72,>
3518,cow,number tag,141,0,>
3519,tarp,sneaker,118,7,>
3520,bolt,base,9,132,<
3521,plate,curtain,81,610,<
3522,paw,couch,8,106,<
3523,track,lettering,131,4,>
3524,onion,knife,130,377,<
3525,button,orange,55,342,<
3526,flower,number,555,130,>
3527,smoke,light,286,33,>
3528,elephant,boat,273,91,>
3529,band,shirt,182,2348,<
3530,cake,wire,87,18,>
3531,sofa,door,448,138,>
3532,motorcyclist,glove,113,2,>
3533,fence,portion,244,94,>
3534,boat,boot,79,23,>
3535,dog,package,111,29,>
3536,belt,crowd,2,120,<
3537,building,taxi,506,159,>
3538,banana,spot,6007,326,>
3539,salad,bottle,104,25,>
3540,parrot,feather,536,119,>
3541,sheep,duck,351,54,>
3542,paper,button,898,95,>
3543,bowl,mouth,127,20,>
3544,button,bike,27,108,<
3545,pair,lettering,187,69,>
3546,book,cream,42,112,<
3547,horse,portion,234,76,>
3548,traffic,car,1189,255,>
3549,tie,t-shirt,62,188,<
3550,name,door,57,135,<
3551,object,donut,25,229,<
3552,ball,blanket,18,143,<
3553,table,tip,381,20,>
3554,glass,screen,192,455,<
3555,wristwatch,shirt,43,679,<
3556,pad,jean,24,125,<
3557,bus,trash can,230,18,>
3558,arrow,hat,20,101,<
3559,handle,curtain,37,782,<
3560,key,phone,118,792,<
3561,pitcher,ear,111,0,>
3562,fence,ear,3324,182,>
3563,level,shirt,128,18,>
3564,dress,sign,824,264,>
3565,walkway,jacket,238,52,>
3566,logo,tree,133,1996,<
3567,hill,pole,1241,229,>
3568,cap,railing,16,170,<
3569,light,field,34,286,<
3570,board,sticker,161,7,>
3571,pillow,linen,21,88,<
3572,strawberry,cup,54,157,<
3573,elephant,bag,568,45,>
3574,family,pant,148,5,>
3575,dog,triangle,95,5,>
3576,forest,building,285,50,>
3577,giraffe,bar,255,72,>
3578,zebra,impala,90,10,>
3579,button,crowd,17,113,<
3580,pillow,sock,249,78,>
3581,key,bottom,70,197,<
3582,stove,knife,314,34,>
3583,sign,letter,39158,2987,>
3584,day,jacket,527,31,>
3585,head,something,39,109,<
3586,mug,bag,43,111,<
3587,bench,handle,571,34,>
3588,cowboy,hat,217,33,>
3589,hat,cow,230,1413,<
3590,baby,bow,306,21,>
3591,ear,weed,93,671,<
3592,stand,candle,94,6,>
3593,dresser,flower,105,28,>
3594,giraffe,knob,321,23,>
3595,fork,spatula,34,83,<
3596,racket,letter,803,86,>
3597,pants,snow,74,240,<
3598,strap,fence,32,158,<
3599,mouth,pair,66,628,<
3600,patch,donut,7,93,<
3601,bridge,day,18,87,<
3602,platter,cup,116,15,>
3603,lampshade,pillow,236,689,<
3604,basket,tv,28,166,<
3605,gate,stripe,135,56,>
3606,driveway,fence,82,28,>
3607,beard,blanket,16,105,<
3608,traffic,sign,739,186,>
3609,train,board,554,66,>
3610,scissors,label,122,12,>
3611,ladder,snow,29,95,<
3612,bottle,pole,32,94,<
3613,snow board,bottom,123,24,>
3614,lamb,leaf,244,39,>
3615,vest,hill,14,111,<
3616,dog,relish,724,63,>
3617,label,bus,5,101,<
3618,heel,pant,21,126,<
3619,helmet,star,98,26,>
3620,bar,curtain,36,152,<
3621,horse,ear,9467,215,>
3622,outlet,stove,14,481,<
3623,comforter,bag,132,24,>
3624,leather,pillow,144,21,>
3625,fire extinguisher,door,11,127,<
3626,trash can,tree,42,375,<
3627,helmet,clothe,25,236,<
3628,door,trailer,7,114,<
3629,wrinkle,orange,23,213,<
3630,ear,surfer,1,264,<
3631,cake server,cake,49,214,<
3632,crack,bench,101,495,<
3633,wave,tattoo,190,15,>
3634,handle,freezer,8,95,<
3635,day,orange,100,14,>
3636,bag,surf board,11,93,<
3637,cow,pant,950,135,>
3638,pot,chef,44,183,<
3639,patch,surfer,64,205,<
3640,shirt,mushroom,102,15,>
3641,curtain,ear,490,29,>
3642,plate,spot,2026,101,>
3643,dirt,hat,1239,232,>
3644,comforter,clock,111,5,>
3645,letter,post,259,1426,<
3646,mirror,towel,6020,873,>
3647,hill,ski,989,273,>
3648,trunk,hand,98,38,>
3649,screw,toilet,2,203,<
3650,beam,bridge,23,203,<
