,o1,o2,>,<,typical
8062,toilet seat,magazine,75,29,>
8063,catcher hand,glove catcher,36,153,<
8064,ribbon,kite string,39,62,">,<"
8065,tennis player,stadium seat,82,19,>
8066,lamp,book shelf,10,94,<
8067,sheep,road side,202,303,">,<"
8068,sign letter,poster,11,152,<
8069,stone,city clock,54,85,">,<"
8070,blanket,top,137,60,">,<"
8071,dress suit,eyeglass,196,17,>
8072,longhorn cow,oxen,77,33,>
8073,pole,home plate umpire,10,96,<
8074,tuxedo cat,cat paw,2294,182,>
8075,skateboard park,skateboarder,94,26,>
8076,tablecloth,pair,129,24,>
8077,bus,pane glass,163,12,>
8078,flower,bed sheet,20,203,<
8079,mail slot,parking meter,3,349,<
8080,downhill ski,pant skier,51,113,">,<"
8081,kite,edge field,18,86,<
8082,lamp shade,liing room sofa,4,156,<
8083,door car,car,402,112,>
8084,train,conifer tree,46,57,">,<"
8085,traffic sign,pole street sign,150,114,">,<"
8086,bedroom window,headboard,38,64,">,<"
8087,car,size tree,35,189,<
8088,town car,jean jacket,82,51,">,<"
8089,ram,sheep face,109,12,>
8090,bowtie,necktie,61,68,">,<"
8091,metal pole,grass patch,116,101,">,<"
8092,park,focus tree,135,93,">,<"
8093,tree,parking stripe,175,60,>
8094,landing gear,airplane wing,26,182,<
8095,guy,baseball bat,233,108,">,<"
8096,patch,baseball bat,25,83,<
8097,kid,wave,181,79,">,<"
8098,airport sign,sign letter,564,18,>
8099,reflection,flower,138,124,">,<"
8100,glove catcher,baseball batter,91,280,<
8101,pop,beach tent,56,53,">,<"
8102,t-shirt,wine glass,192,24,>
8103,guy,tattoo,110,6,>
8104,chef,work shirt,121,45,>
8105,railroad track,iron leaf,97,10,>
8106,ski helmet,child ski,31,380,<
8107,jet engine,air front,155,116,">,<"
8108,robe,pillow,85,18,>
8109,tomato,button mushroom,80,71,">,<"
8110,surf board,palm tree,115,143,">,<"
8111,shirt,computer monitor,144,65,">,<"
8112,lamp shade,sofa,5,148,<
8113,street light,street pole,144,250,">,<"
8114,snow pant,ski mountain,25,245,<
8115,bat batter,block letter,110,8,>
8116,part,trunk tree,33,318,<
8117,town car,police car,539,321,">,<"
8118,ear,cow leg,111,293,<
8119,pant,hat,388,219,">,<"
8120,bathroom mirror,toilet,726,851,">,<"
8121,triangle street sign,stop sign,356,1025,<
8122,teddy bear,doll,299,257,">,<"
8123,sea bird,body part,389,13,>
8124,tennis net,tennis bag,104,10,>
8125,gala apple,freezer part,535,87,>
8126,tennis ball,tennis bag,40,69,">,<"
8127,tree,tin roof,77,33,>
8128,dinner table,beverage glass,180,9,>
8129,race horse,part,331,11,>
8130,printer paper,stapler,61,47,">,<"
8131,fire house,tree,149,176,">,<"
8132,sausage pizza,glass,781,88,>
8133,sea bird,speed boat,48,70,">,<"
8134,police officer,police horse,860,882,">,<"
8135,steam engine train,brick,170,25,>
8136,bathroom trash,toilet paper holder,110,24,>
8137,barn,barn door,152,1,>
8138,parasail,wave,174,175,">,<"
8139,umbrella,bunch,63,115,">,<"
8140,glass window,traffic light,82,683,<
8141,water bottle,coffee table,7,106,<
8142,market table,banana,76,54,">,<"
8143,ski hat,ski helmet,75,56,">,<"
8144,mom elephant,top,138,7,>
8145,jean,storefront window,57,47,">,<"
8146,bus window,bus roof,35,177,<
8147,suv,view mirror,118,20,>
8148,cable,surfboard,39,150,<
8149,flower,plant stem,45,97,">,<"
8150,navel orange,collard shirt,129,88,">,<"
8151,leaf,decker bus,19,223,<
8152,hotel bed,couch arm,142,4,>
8153,cell phone,cell phone camera,398,174,">,<"
8154,giraffe tongue,giraffe,63,620,<
8155,bench,railing,49,94,">,<"
8156,glass flower vase,glass stem,106,1,>
8157,truck front,tow truck,16,119,<
8158,rug,toy dog,64,41,">,<"
8159,snow mountain,skier,255,107,>
8160,chimney,part,59,54,">,<"
8161,surface table,power cord,61,40,">,<"
8162,us flag,sunglass,99,48,">,<"
8163,house cat,door frame,89,77,">,<"
8164,rose,flower vase,55,253,<
8165,surfboard,windsurfing sail,49,149,<
8166,circle,dozen donut,7,214,<
8167,trolley bus,town car,306,70,>
8168,motorcycle,motorcycle exhaust pipe,196,7,>
8169,ski track,snowboarder,72,47,">,<"
8170,sunglass,hat,177,383,">,<"
8171,airplane tail,landing wheel,231,28,>
8172,t-shirt,horse,22,219,<
8173,floor tile,suitcase,44,104,<
8174,powder snow,kid skiing,37,65,">,<"
8175,stop sign,octagon shape,61,72,">,<"
8176,wave cap,surfboard riding wave,68,104,">,<"
8177,snowboarding,powder snow,292,152,">,<"
8178,adidas logo,tennis shirt,0,174,<
8179,snow goggle,snowboard,71,1359,<
8180,banana,cardboard box,84,39,">,<"
8181,clock building,clock face,723,66,>
8182,baby elephant trunk,mama elephant,119,692,<
8183,audience,tennis ball,226,54,>
8184,stack,lemon,90,59,">,<"
8185,surfboard riding wave,person arm,314,3,>
8186,sign letter,snow,20,335,<
8187,balloon hat,motorcycle,38,90,<
8188,tank top,spaghetti strap shirt,146,129,">,<"
8189,navel orange,burn spot,192,9,>
8190,safari hat,bamboo tree,14,126,<
8191,bus stop sign,pole street sign,55,64,">,<"
8192,snow coat,snow glove,147,22,>
8193,sweater,top,133,49,>
8194,batter shirt,baseball batting helmet,272,58,>
8195,kitchen,switch,178,1,>
8196,building front,hour hand,267,32,>
8197,towel ring,bathroom mirror,4,114,<
8198,grass field zebra,zebra grazing,744,862,">,<"
8199,wire fence,sheep leg,101,7,>
8200,van window,lunch truck,18,240,<
8201,grizzly bear,slate rock,37,69,">,<"
8202,zebra mane,part,192,72,>
8203,skateboard skater,skater,76,71,">,<"
8204,lizard kite,kid,97,46,">,<"
8205,side,tennis racket,133,252,">,<"
8206,motorcycle,exhaust pipe,217,9,>
8207,ripple,boat,188,598,<
8208,tree trunk,tree giraffe,153,387,<
8209,sandwich plate,mug,162,13,>
8210,metal pole,road sign,67,110,">,<"
8211,trash,dirt,15,101,<
8212,chrome motorcycle,motor cycle,88,28,>
8213,train front,glass train window,1000,343,>
8214,airway plane,charter plane,72,83,">,<"
8215,footprint,cow,36,113,<
8216,spot,fruit,4,106,<
8217,boulder,giraffe head,113,21,>
8218,elephant family,grass elephant,188,35,>
8219,speed bike,bike wheel,146,21,>
8220,door car,pick-up truck,60,67,">,<"
8221,clock hour number,clock frame,2,147,<
8222,jean,baby,184,327,">,<"
8223,umbrella,jean,714,295,>
8224,streetlight,tree,29,154,<
8225,cedar tree,baby horse,53,57,">,<"
8226,kitten,tv,35,70,">,<"
8227,iron leaf,street sign,435,1117,<
8228,motorcycle cop,police,68,48,">,<"
8229,polo shirt,bike,72,384,<
8230,backpack,luggage,380,913,<
8231,navel orange,straw,93,63,">,<"
8232,water body,bird,279,36,>
8233,shade tree,animal ear,154,4,>
8234,collar,dog collar,85,89,">,<"
8235,range top,decker bus,12,296,<
8236,cow,windmill,36,98,<
8237,baseball glove,baseball sock,98,70,">,<"
8238,traffic light,signal sign,112,18,>
8239,instruction,parking meter,9,108,<
8240,metal window frame,glass window,0,162,<
8241,market umbrella,stack,73,32,">,<"
8242,cooking spoon,carrot slice,96,5,>
8243,cop car,motorcycle,82,365,<
8244,tree trunk,grass cow,71,136,">,<"
8245,rock bird,bird claw,142,14,>
8246,rock bird,crow,77,100,">,<"
8247,fur,horse,16,137,<
8248,bathroom towel,shampoo bottle,188,1,>
8249,wine glass,pitcher hand,142,95,">,<"
8250,minute hand,clock building,0,103,<
8251,bathroom sink drain,towel,4,127,<
8252,motorcycle,leather pant,462,54,>
8253,toilet brush,toilet seat lid,7,101,<
8254,motorcycle part,dog,16,241,<
8255,potato,dish food,119,383,<
8256,dog reflection,dog,519,734,">,<"
8257,beach tent,beach,50,143,<
8258,doughnut box,freezer part,161,5,>
8259,tennis racket,clock,82,26,>
8260,lime,leaf,171,4,>
8261,train track,bus bench,185,24,>
8262,brick building,double-decker bus,82,107,">,<"
8263,apple logo,apple brand laptop,1,145,<
8264,speed limit sign,bush tree,12,135,<
8265,home plate umpire,face mask,300,7,>
8266,desk,cat,146,196,">,<"
8267,sign letter,shuttle bus,4,185,<
8268,tree,minivan,89,24,>
8269,orange,bush,121,230,">,<"
8270,part,wave top,21,97,<
8271,kitchen cupboard,freezer part,126,5,>
8272,couple,top,107,31,>
8273,sign letter,traffic cone,13,129,<
8274,air france plane,tarmac,95,69,">,<"
8275,metal pole,street light,461,218,">,<"
8276,bedside lamp,bed headboard,32,290,<
8277,part,marking,31,71,">,<"
8278,work shirt,mac laptop,190,220,">,<"
8279,snow jacket,skier,40,74,">,<"
8280,flourescent light,restroom sink,59,84,">,<"
8281,plate,glass,106,62,">,<"
8282,feed bucket,bull,0,193,<
8283,backpack,sneaker,138,27,>
8284,swim shirt,market umbrella,36,124,<
8285,sweater,ski glass,75,27,>
8286,stack,breakfast plate,23,100,<
8287,motorcycle wheel,motor cycle,3,101,<
8288,tree,speed train,33,134,<
8289,crystal glass,shirt,186,764,<
8290,plant leaf,rock bird,0,122,<
8291,steak knife,pizza cheese,106,86,">,<"
8292,jean,cell phone,808,542,">,<"
8293,dog,cat fur,277,29,>
8294,skier,snowboard track,77,215,<
8295,wood park bench,tree,39,66,">,<"
8296,fireman,fire hydrant,62,39,">,<"
8297,sandwich meat,bread slice,29,113,<
8298,train track side,track,28,98,<
8299,building clock,tower window,129,49,>
8300,sun visor,tennis racket,37,299,<
8301,toilet,bathroom door knob,137,0,>
8302,claw foot bathtub,bathroom mirror,158,34,>
8303,living room window,floor lamp,214,92,">,<"
8304,length mirror,hotel room bed,32,176,<
8305,sleeve shirt,glass,114,17,>
8306,apple stem,fruit bowl,17,556,<
8307,car front,tree,93,257,<
8308,sauce pizza,sausage pizza,54,72,">,<"
8309,bread piece,banana,12,118,<
8310,police officer,police hat,214,19,>
8311,shirt,fire hydrant,71,208,<
8312,kitchen fridge,refrigerator,68,47,">,<"
8313,tree branch,mountain,46,119,<
8314,traffic light,section,86,114,">,<"
8315,bunch banana,pear,90,29,>
8316,bride,wedding cake,816,249,>
8317,transit bus,traffic light,174,18,>
8318,watch,size surfboard,1,105,<
8319,woman surfer,surfboard,371,285,">,<"
8320,parliament building,night light,185,31,>
8321,rain umbrella,rain coat,92,58,">,<"
8322,air front,house cat,136,96,">,<"
8323,stair,tennis racket,64,49,">,<"
8324,train number,gravel,5,185,<
8325,rubber shoe,rain umbrella,27,582,<
8326,carton,dozen donut,4,177,<
8327,bathroom curtain,toilet,158,211,">,<"
8328,motorcycle,window,155,28,>
8329,celebration cake,shirt,150,31,>
8330,pizza slice,beverage glass,300,123,>
8331,buildinga building,bush tree,98,47,">,<"
8332,air canada airplane,tail fin,105,9,>
8333,focus tree,glass bus window,352,65,>
8334,necktie,shirt button,198,56,>
8335,hill,grass cow,42,91,">,<"
8336,breakfast food,bacon,277,21,>
8337,mac laptop,night table,113,77,">,<"
8338,passenger train,railroad tie,142,6,>
8339,leg,sock,82,38,">,<"
8340,pizza box,freezer part,152,4,>
8341,toilet paper roll,hand towel,4,96,<
8342,engine train,train,114,36,>
8343,headlight,motorbike,3,293,<
8344,part,jockey,8,111,<
8345,computer monitor,shift key,1224,13,>
8346,tennis visor,tennis dress,34,295,<
8347,giraffe fur,grass field zebra,86,419,<
8348,crowd,tennis spectator,170,64,>
8349,tennis racket,sun glass,104,11,>
8350,computer table,computer screen,125,77,">,<"
8351,freezer part,refrigerator,21,581,<
8352,bed head,bed sheet,56,121,">,<"
8353,meat,mash potato,74,29,>
8354,mousepad,mac laptop,20,302,<
8355,water body,boat,1515,499,>
8356,lunch meat,spoon,156,72,">,<"
8357,softball game,baseball,45,60,">,<"
8358,skateboard,skate ramp,306,887,<
8359,wedding dress,flower bouquet,120,4,>
8360,metal letter,freight train,19,269,<
8361,flower,vase flower,827,2651,<
8362,water elephant,tie dye shirt,179,13,>
8363,necklace,tank top,22,362,<
8364,road side,top,159,44,>
8365,wave,guy head,168,13,>
8366,bag,house cat,108,222,">,<"
8367,city view,glass window,127,5,>
8368,bus number,decker tour bus,0,108,<
8369,jean,bench,153,347,">,<"
8370,gala apple,fruit display,62,167,<
8371,taxi car,rain,19,89,<
8372,stop sign,pole street sign,423,126,>
8373,ceiling,room light,175,56,>
8374,skateboarding,pair,228,10,>
8375,city bus,brick building,64,40,">,<"
8376,transit train,rail train,122,144,">,<"
8377,airport truck,sideview mirror,79,32,>
8378,dirt patch,baseball,74,116,">,<"
8379,fedex plane,airport window,232,4,>
8380,curtain,buildinga building,17,123,<
8381,stripe,shade tree,19,90,<
8382,stuff animal,toy animal,165,123,">,<"
8383,sauce cup,fry plate,30,147,<
8384,water surface,fishing boat,96,64,">,<"
8385,toilet seat,trash bag,139,36,>
8386,mac laptop,mouse,263,2,>
8387,grass patch,apartment window,117,29,>
8388,shift key,cat,29,862,<
8389,car train,train engine headlight,145,2,>
8390,car train,iron leaf,107,12,>
8391,shirt,pizza cheese,80,36,">,<"
8392,wave,wave top,217,122,">,<"
8393,sign letter,orange,65,481,<
8394,baseball uniform shirt,catcher hand,113,40,>
8395,bush,car front,84,60,">,<"
8396,bike tire,motorcycle part,190,15,>
8397,sunglass,sky kite,72,76,">,<"
8398,zebra,rock formation,49,80,">,<"
8399,glass shower door,bathroom towel,134,2,>
8400,metal street post,street sign,70,129,">,<"
8401,monitor,mac book,204,51,>
8402,dog bun,ketchup,138,26,>
8403,bird eye,breast,2,104,<
8404,motor cycle helmet,cop car,20,159,<
8405,engine plane,plane wheel,134,6,>
8406,sunglass,box kite,33,239,<
8407,cell phone,screen,67,44,">,<"
8408,queen size bed,lamp,106,2,>
8409,windshield wiper,bus windshield,24,414,<
8410,towel,wall outlet,188,8,>
8411,dragon kite,kite,109,114,">,<"
8412,block letter,traffic light,27,83,<
8413,traffic light,station sign,65,58,">,<"
8414,cake plate,plate table,69,83,">,<"
8415,surfer hand,frisbee,48,232,<
8416,dog,hole,83,34,>
8417,clock building,hour hand,517,13,>
8418,cell phone,desk lamp,13,103,<
8419,pant,street pole,105,87,">,<"
8420,glass window,city view,5,127,<
8421,flower,daisy flower,89,132,">,<"
8422,building front,storefront,101,181,">,<"
8423,elephant,tank top,159,14,>
8424,pineapple,fruit,52,228,<
8425,label,navel orange,26,287,<
8426,pepperoni pizza,pizza pan,124,83,">,<"
8427,water edge,part,148,127,">,<"
8428,motorcycle,metal building,84,53,">,<"
8429,desk,clock,161,20,>
8430,surfer hand,size surfboard,15,204,<
8431,mountain,train engine headlight,104,1,>
8432,field front,tree trunk,336,151,">,<"
8433,panel truck,whitewall tire,177,10,>
8434,clothing,skateboard,24,84,<
8435,dog,bench top,79,41,">,<"
8436,giraffe head,tree trunk,138,474,<
8437,surfboard,vehicle beach,311,434,">,<"
8438,towel,doorway,4,97,<
8439,drawer front,bathroom mirror,28,95,<
8440,frisbee,dirt patch,87,98,">,<"
8441,nike shirt,powder snow,62,228,<
8442,knife blade,apple,38,108,<
8443,arch,apartment window,102,32,>
8444,glass bus window,license plate,309,36,>
8445,guy head,nike shirt,26,248,<
8446,triangle street sign,street light,232,161,">,<"
8447,baseball player,baseball catcher,1833,524,>
8448,paper towel,kitchen sink,27,114,<
8449,hotel bed,bed pillow,757,82,>
8450,beard,jean,65,302,<
8451,decker train,glass bus window,285,18,>
8452,pilot,propeller plane,11,368,<
8453,traffic signal,shade tree,9,105,<
8454,pair,outfit,13,91,<
8455,sun,fishing boat,41,162,<
8456,finger food,bell pepper,74,36,">,<"
8457,parking sign,iron leaf,44,57,">,<"
8458,iron leaf,road side,149,556,<
8459,toilet,pump bottle,136,0,>
8460,platform bed,bed lamp,197,3,>
8461,bathroom light,toilet paper roll,150,26,>
8462,mirror,beard,117,30,>
8463,controll button,tan,0,115,<
8464,chair cat,tile,259,46,>
8465,dress shirt,group,43,364,<
8466,bus front,brick building,47,285,<
8467,wave,dragon boat,81,24,>
8468,wood,dog,510,467,">,<"
8469,dessert plate,chocolate,211,30,>
8470,freezer part,pizza tray,10,157,<
8471,bathroom trash,bathroom mirror,36,674,<
8472,bay window,house plant,94,26,>
8473,animal ear,palm tree,13,153,<
8474,curtain,window frame,118,145,">,<"
8475,snow,skiing helmet,183,37,>
8476,brick,curb,57,71,">,<"
8477,platform edge,train engine,12,169,<
8478,animal ear,animal leg,17,158,<
8479,traffic light,trash truck,18,94,<
8480,stop sign,tail light,174,28,>
8481,stabilizer,propeller airplane,2,133,<
8482,sandwich plate,potato,252,53,>
8483,skateboard,bulldog,128,160,">,<"
8484,stack,plenty vegetable,10,93,<
8485,lunch tray,food container,104,28,>
8486,metal street pole,apartment window,91,10,>
8487,grizzly bear,hind paw,1456,58,>
8488,ketchup stripe,baby,42,158,<
8489,letter,jet engine,6,97,<
8490,street light,city building,44,237,<
8491,computer,library book,60,75,">,<"
8492,safety glass,dog,32,85,<
8493,string bean,lunch plate,17,154,<
8494,mountain,peak,94,6,>
8495,banana stem,plenty fruit,2,217,<
8496,letter,dress,1,171,<
8497,oak tree,tree branch,250,43,>
8498,tennis ball,asphalt tennis court,65,402,<
8499,barn,dairy cow,124,99,">,<"
8500,hour parking sign,town car,77,101,">,<"
8501,mirror,glass part,409,45,>
8502,building doorway,building front,75,111,">,<"
8503,fall tree,fire hydrant,194,89,">,<"
8504,giraffe head,pole,101,125,">,<"
8505,glass part,tree trunk,13,127,<
8506,steak knife,chocolate cake,46,115,<
8507,buildinga building,size tree,57,61,">,<"
8508,home plate,batter swinging bat,106,767,<
8509,poster,desk,45,75,">,<"
8510,railing,traffic light,70,41,">,<"
8511,chimney,steam engine train,10,168,<
8512,plant,church bench,4,100,<
8513,passenger walkway,train door,158,14,>
8514,snowboarding boot,snowboard,10,286,<
8515,group,skateboard kid,78,46,">,<"
8516,road side,tree trunk,314,177,">,<"
8517,tuxedo cat,cat tree,171,108,">,<"
8518,billboard,street sign,135,66,">,<"
8519,computer part,desk light,31,74,<
8520,cloth,toilet,10,138,<
8521,snow glove,snowboard,39,676,<
8522,toilet seat,end piece,117,19,>
8523,reflection,cow,56,79,">,<"
8524,jacket,row window,160,28,>
8525,dog,gravel rock,196,59,>
8526,flock,flamingo,109,13,>
8527,collar,vest,11,112,<
8528,flower,sign letter,289,101,>
8529,street sign,asphalt,39,78,">,<"
8530,mac laptop,laptop computer screen,162,27,>
8531,bush,air front,78,46,">,<"
8532,elephant body,ear,101,20,>
8533,controll button,steel microwave,0,134,<
8534,bell pepper,salad bowl,27,146,<
8535,paper plate,sausage pizza,38,113,<
8536,tennis racket,head band,434,50,>
8537,trolley bus,transit bus,88,70,">,<"
8538,focus tree,acacia tree,58,124,">,<"
8539,batter shirt,baseball player number,237,57,>
8540,grass elephant,grass field zebra,226,65,>
8541,t-shirt,game controller,129,41,>
8542,teddy bear,cow boy hat,121,13,>
8543,metal fence,glass window,196,7,>
8544,delta airplane,airplane landing gear,127,4,>
8545,desk,computer part,227,16,>
8546,lamp,ceiling fan,73,171,<
8547,bus front,coach bus,55,448,<
8548,base ball plate,frisbee,27,156,<
8549,truck front,elephant truck,23,133,<
8550,skateboard ramp,graffiti letter,138,0,>
8551,police motorcycle,motorcycle windshield,302,17,>
8552,mirror,bathroom window,56,71,">,<"
8553,kitchen table,polo shirt,60,42,">,<"
8554,advertisement sign,shirt,14,100,<
8555,wood,animal ear,554,43,>
8556,plane tail,propeller airplane,41,1099,<
8557,pair,doorway,39,116,<
8558,airport building,metal fence,41,63,">,<"
8559,motorcycle part,motorcycle wheel,59,430,<
8560,grass patch,baseball bat,151,419,<
8561,ski pole,lot,35,168,<
8562,umbrella top,sun umbrella,29,106,<
8563,skate board wheel,skateboard ramp,1,147,<
8564,vase,window,64,86,">,<"
8565,baseball shoe,baseball team,7,96,<
8566,hotdog,water bottle,95,12,>
8567,ball cap,tennis player,2,252,<
8568,ground elephant,mom elephant,146,241,">,<"
8569,boulder rock,hat riding horse,53,56,">,<"
8570,train front,railroad track,148,802,<
8571,fork side,vegetable,63,72,">,<"
8572,weed,giraffe spot,116,20,>
8573,base ball game,baseball player,128,91,">,<"
