,o1,o2,>,<,typical
4595,brick tower,brick,122,18,>
4596,row window,bush,30,245,<
4597,computer mouse,blind,3,155,<
4598,skateboarder,player pant,88,31,>
4599,buildinga building,bus window,1124,90,>
4600,freezer part,soup bowl,33,360,<
4601,group,skiing goggle,130,2,>
4602,traffic light,crowd,25,191,<
4603,brick,passenger train,21,104,<
4604,couch,hand,347,12,>
4605,flower bunch,flower leaf,122,15,>
4606,front,leaf,721,124,>
4607,chicken,plate food,25,150,<
4608,orange,edge,96,31,>
4609,wagon,horse,68,194,<
4610,blanket,stripe,143,28,>
4611,doubledecker bus,bus headlight,228,7,>
4612,engine part,passenger train,3,157,<
4613,fishing hat,canoe boat,16,139,<
4614,delta plane,letter,240,2,>
4615,drawer handle,counter top,6,114,<
4616,lizard kite,t-shirt,95,34,>
4617,bike wheel,bike helmet,108,32,>
4618,street pole,person skateboard,39,159,<
4619,focus tree,zebra leg,116,16,>
4620,parking meter,bottom,99,30,>
4621,bike,bike frame,142,41,>
4622,snow ski,ski mountain,41,148,<
4623,kitchen,towel,143,2,>
4624,shower curtain,bathroom towel,281,6,>
4625,grass elephant,tree trunk,635,180,>
4626,computer desk,mac laptop,774,186,>
4627,part,wii,15,232,<
4628,night table,glass,294,69,>
4629,windsurfing kite,vehicle beach,86,223,<
4630,animal leg,animal ear,158,17,>
4631,train,signal post,118,16,>
4632,pillow,bed frame,88,514,<
4633,lunch plate,romaine lettuce,99,17,>
4634,clock face,ben clock tower,31,504,<
4635,plenty vegetable,cabbage,123,37,>
4636,mom giraffe,branch,722,189,>
4637,fur,blanket,20,107,<
4638,dress shirt,pinstripe,303,46,>
4639,frisbee,day,10,150,<
4640,wetsuit,lady head,100,1,>
4641,tip top,street sign,6,111,<
4642,window building,town car,187,66,>
4643,cop car,glass window,304,18,>
4644,giraffe,body part,266,37,>
4645,silk flower,lot,0,115,<
4646,bird,berry,94,21,>
4647,cellphone,part,94,39,>
4648,church dome,clock tower,17,126,<
4649,bedside lamp,dresser,10,195,<
4650,bedspread,bed lamp,214,14,>
4651,panel truck,van window,124,3,>
4652,shirt,dozen donut,10,105,<
4653,part,tree trunk,240,1639,<
4654,duck eye,shirt collar,20,148,<
4655,hazel eye,tree trunk,6,163,<
4656,speaker,mac keyboard,43,161,<
4657,train cart,train engine,18,94,<
4658,group,giraffe spot,507,22,>
4659,apple,produce crate,41,159,<
4660,carriage,carriage wheel,476,83,>
4661,reflection,cake plate,7,100,<
4662,kite,rise apartment building,33,124,<
4663,snow shoe,ski pole,26,99,<
4664,rise building,glass window,100,1,>
4665,cat,brick,292,35,>
4666,car,traffic signal light,129,44,>
4667,bus wheel,brick building,10,202,<
4668,pair,snowboard pant,108,293,<
4669,sleeve shirt,watch,143,18,>
4670,bathroom sink,bathroom trash,183,17,>
4671,belt,baseball player number,30,110,<
4672,part,wire fence,16,262,<
4673,home plate umpire,baseball player pant,868,260,>
4674,onion piece,chili cheese dog,2,174,<
4675,tooth,sweater,26,84,<
4676,train car,train top,344,93,>
4677,vase flower,iron leaf,142,31,>
4678,safety glass,mac laptop,18,109,<
4679,baseball player,catcher mask,166,10,>
4680,snow,storefront window,106,25,>
4681,toilet,pant,155,34,>
4682,view mirror,pickup truck,8,135,<
4683,metal railing,nike shirt,103,26,>
4684,coconut tree,dog,26,77,<
4685,daybed,pillow,455,53,>
4686,tree leaf,cement bench,2,111,<
4687,eye glass,front,21,82,<
4688,spatula handle,pizza plate,18,166,<
4689,breakfast plate,bacon piece,129,7,>
4690,bean,breakfast plate,4,158,<
4691,train light,speed train,47,972,<
4692,flower design,silk flower,113,32,>
4693,double-decker bus,orange,118,21,>
4694,dress shirt,paisley tie,241,57,>
4695,bus number,bus wheel,44,124,<
4696,tower clock,ben tower,30,109,<
4697,sponsor sign,baseball player,43,193,<
4698,part,water body,129,2297,<
4699,parrot,bird tail,251,12,>
4700,railroad traffic light,focus tree,43,210,<
4701,patch,calico cat,24,192,<
4702,part,half,34,214,<
4703,sheep head,cow eye,183,9,>
4704,pizza cheese,collard shirt,37,146,<
4705,foot,surfboard,82,1585,<
4706,cowboy hat,bay horse,23,163,<
4707,collar,dress suit,9,129,<
4708,ramp skateboarder,skate board wheel,274,1,>
4709,grove tree,ski jacket,143,31,>
4710,lunch meat,breakfast plate,33,83,<
4711,trolley bus,glass bus window,669,47,>
4712,door reflection,part,106,14,>
4713,cargo train,train engine,230,30,>
4714,building window,story,2,147,<
4715,potato,dish food,119,383,<
4716,bike wheel,bike,150,1087,<
4717,tennis player,ball boy,165,57,>
4718,leafless tree,wood park bench,129,44,>
4719,farm house,field front,40,95,<
4720,group,sun casting shadow,111,15,>
4721,rail,train window,114,10,>
4722,building window,fruit tree,11,113,<
4723,town car,street number,191,26,>
4724,snow,block letter,104,6,>
4725,pillow,switch,309,2,>
4726,army truck,truck wheel,157,15,>
4727,pizza,hat,128,11,>
4728,view,train car,83,26,>
4729,tree trunk,piece,83,27,>
4730,area carpet,pillow,489,201,>
4731,t-shirt,tennis player,168,633,<
4732,cop car,police motorcycle,55,337,<
4733,wine glass,pen,187,58,>
4734,plane window,airport building,4,96,<
4735,television,part,116,9,>
4736,part,sun casting shadow,58,230,<
4737,skateboard ramp,skate board wheel,147,1,>
4738,ski helmet,kid,42,237,<
4739,minute hand,tower clock,18,166,<
4740,wine bottle,watch,109,22,>
4741,toy dog,fur collar,112,11,>
4742,bruise,navel orange,15,143,<
4743,finger food,cheddar cheese,85,17,>
4744,coffe table,lamp,74,30,>
4745,tea shirt,group,34,206,<
4746,lamp post,decker bus,8,92,<
4747,hour hand,brick building,4,175,<
4748,part,clothing,29,182,<
4749,skate boarder,nike shirt,95,20,>
4750,branch,adult zebra,104,369,<
4751,trash bag,bathroom trash,12,126,<
4752,train car,train car door,251,14,>
4753,nike shirt,person head,209,6,>
4754,baby elephant,focus tree,161,51,>
4755,tile roof,building window,88,14,>
4756,area carpet,library book,90,38,>
4757,spot,blood orange,2,133,<
4758,cat,bicycle,14,155,<
4759,metal scissors,scissor handle,159,23,>
4760,sun,rock,211,68,>
4761,bird talon,bird,8,170,<
4762,stair,set,64,177,<
4763,toilet paper holder,restroom sink,9,97,<
4764,bush,mother cow,28,76,<
4765,apartment window,metal fence,15,174,<
4766,orange,motorbike,46,113,<
4767,wood coffee table,lamp,150,36,>
4768,stadium advertisement,home plate umpire,65,158,<
4769,coffee table,end table,353,70,>
4770,dog,farm animal,9,140,<
4771,person arm,nike shirt,37,151,<
4772,mushroom,pizza slice,25,225,<
4773,zipper,tuxedo cat,53,209,<
4774,train door,passenger train,61,1194,<
4775,racket,eye,143,1,>
4776,airplane tail,cargo plane,7,115,<
4777,sandwich bread,tomato sandwich,19,110,<
4778,car,car light,167,17,>
4779,show plane,jet wing,251,0,>
4780,soccer player,block letter,118,5,>
4781,pair,tennis court,102,1845,<
4782,batter shirt,watch,134,8,>
4783,cake layer,wedding cake,18,109,<
4784,laptop,room window,26,74,<
4785,stove front,oven door,23,77,<
4786,bus,floor window,186,3,>
4787,dog,banner,151,35,>
4788,outlet,cabinet,1,104,<
4789,tile,ear,117,10,>
4790,fire hydrant,emergency vehicle,131,48,>
4791,grass edge,part,162,67,>
4792,suitcase,train station,3,103,<
4793,tree,person arm,179,18,>
4794,plane window,air front,25,164,<
4795,front,water bottle,217,18,>
4796,stripe,outlet,141,0,>
4797,elephant foot,mom elephant,4,367,<
4798,toy dog,dog body,111,46,>
4799,coffee table,ben clock,118,4,>
4800,puppy,paw,255,37,>
4801,snow,u-turn sign,137,17,>
4802,laptop cord,laptop computer,8,99,<
4803,track,iron leaf,145,8,>
4804,cow eye,farm animal,6,282,<
4805,adult zebra,zebra hoof,3687,86,>
4806,cheese bread,egg,156,50,>
4807,bathroom window,part,97,14,>
4808,switch,mac laptop,0,150,<
4809,ski resort,ski pole,106,3,>
4810,horse head,chestnut horse,293,1076,<
4811,cop car,motor cycle helmet,159,20,>
4812,buildinga building,triangle street sign,167,64,>
4813,shirt,banana tree,50,179,<
4814,pizza,pizza restaurant,24,125,<
4815,sign letter,set,13,105,<
4816,tan,towel,156,47,>
4817,snowboard,brick,124,6,>
4818,building side,glass window,106,15,>
4819,amber eye,pant,4,109,<
4820,knife blade,cake,3,104,<
4821,passenger train window,train bridge,3,131,<
4822,boulder rock,lab dog,2,147,<
4823,giraffe enclosure,giraffe leg,101,2,>
4824,building front,double-decker bus,59,214,<
4825,faucet,kitchen,2,261,<
4826,wrinkle,bush tree,22,135,<
4827,nike shirt,buildinga building,13,290,<
4828,ski lift car,snowboard,15,140,<
4829,horse leg,group,12,164,<
4830,mother elephant,mama elephant,498,203,>
4831,laptop,phone book,223,56,>
4832,snowboard,print letter,100,3,>
4833,wave top,water body,19,99,<
4834,belt,glove catcher,2,306,<
4835,t-shirt,video game,20,165,<
4836,baseball,tennis shoe,148,23,>
4837,bus window,front,16,131,<
4838,horse head,animal ear,117,1,>
4839,freezer part,root vegetable,16,139,<
4840,crosswalk,license plate,114,1,>
4841,crystal wine glass,dinner table,16,419,<
4842,mozzarella cheese,hotdog,17,100,<
4843,police officer,part,156,2,>
4844,apartment balcony,building window,103,17,>
4845,skiing pole,part,133,11,>
4846,skateboarding sneaker,graffiti,22,102,<
4847,pasture field,lamb,102,16,>
4848,fur hat,horse,4,145,<
4849,metal ski pole,skier,22,98,<
4850,fork,paper napkin,90,223,<
4851,oak tree,tree branch,250,43,>
4852,train smoke,passenger train,79,203,<
4853,biplane,tiger stripe,150,3,>
4854,metal pole,traffic arrow,138,15,>
4855,motorbike,helmet,372,17,>
4856,sign letter,ski pole,2,98,<
4857,waterfront,flag,124,38,>
4858,pontoon boat,boat motor,100,4,>
4859,shore,dog,81,23,>
4860,dress suit,blazer,97,24,>
4861,plane engine,airline jet,2,108,<
4862,plane wing,sun,30,150,<
4863,giraffe neck,giraffe tail,884,87,>
4864,part,coconut tree,22,142,<
4865,cargo plane,tail wing,249,14,>
4866,giraffe food,mom giraffe,15,160,<
4867,bear,bird,246,67,>
4868,train engine,iron leaf,375,18,>
4869,flower,iron fence,7,95,<
4870,book,map,8,92,<
4871,ground elephant,safari hat,151,5,>
4872,pair,chainlink fence,14,124,<
4873,grass giraffe,dirt patch,174,65,>
4874,tower top,roof edge,102,37,>
4875,computer mouse,filing cabinet,5,101,<
4876,building window,street lamp,62,414,<
4877,hamburger meat,sandwich plate,25,130,<
4878,soccer shirt,baseball cap,114,21,>
4879,tennis shirt,letter,1173,81,>
4880,ski jacket,ski goggle,978,96,>
4881,backpack,suitcase handle,165,20,>
4882,powder snow,daytime,14,128,<
4883,wine glass,cabinet,27,81,<
4884,license plate,door vehicle,4,239,<
4885,banana bunch,crust edge,176,21,>
4886,curbside,shade tree,57,210,<
4887,polythene paper,chair cat,18,88,<
4888,mountain,van,157,28,>
4889,bracelet,tennis player,5,300,<
4890,focus tree,signal light,76,28,>
4891,wetsuit,group,51,171,<
4892,heart,baby,13,109,<
4893,player hand,leg,21,127,<
4894,table cloth,bottom,85,19,>
4895,chestnut horse,horse riding helmet,709,30,>
4896,fire hydrant,plant leaf,223,12,>
4897,ivory,grass elephant,1,135,<
4898,city clock,branch,84,23,>
4899,wave design,wetsuit,14,149,<
4900,shirt collar,ear,226,12,>
4901,mirror reflection,sink faucet,116,24,>
4902,motorcycle part,motorcycle tire,50,385,<
4903,zebra,giraffe nostril,101,0,>
4904,wine glass,coat,37,115,<
4905,brush head,zebras tail,329,31,>
4906,waterfront,boat window,272,46,>
4907,guy head,t-shirt,36,213,<
4908,work paper,mac laptop,26,156,<
4909,bike,cat,100,28,>
4910,collard shirt,table plate,93,24,>
4911,tennis player,racket handle,417,9,>
4912,bush tree,tow rope,87,32,>
4913,person arm,dress shirt,23,161,<
4914,field front,tennis ball,457,86,>
4915,crowd,tennis spectator,170,64,>
4916,fruit stand,navel orange,244,35,>
4917,sheep,dog head,81,19,>
4918,collar,eyeglass,29,75,<
4919,baseball uniform pant,baseball shoe,803,71,>
4920,broccoli top,lunch plate,109,279,<
4921,car wheel,town car,86,1152,<
4922,street sign,truck front,30,77,<
4923,flower,bird beak,144,11,>
4924,draft horse,hat,392,25,>
4925,lamp shade,mac laptop,5,130,<
4926,sneaker,base ball player,11,150,<
4927,plane tail,plane number,193,41,>
4928,bandana,tennis player,14,92,<
4929,cell phone,antenna,169,15,>
4930,chili cheese dog,lunch tray,38,123,<
4931,cow,cow boy hat,199,37,>
4932,mushroom,onion pizza,25,128,<
4933,front,giraffe horn,251,5,>
4934,table cloth,teaspoon,100,25,>
4935,bicycle,motor cycle helmet,243,42,>
4936,fruit sticker,navel orange,28,1264,<
4937,grass giraffe,ear,103,0,>
4938,arch,clock face,132,28,>
4939,sweater,edge,96,17,>
4940,tree,bus roof,95,39,>
4941,steam engine train,engine part,607,46,>
4942,water body,foam wave,91,28,>
4943,lemon,group,39,94,<
4944,truck sign,truck front,25,81,<
4945,vegetable,cucumber,133,39,>
4946,carrot,bunch,132,392,<
4947,birthday candle,round chocolate cake,7,98,<
4948,road side,foothill,33,80,<
4949,metal street pole,parking meter,11,134,<
4950,archway window,shade tree,12,196,<
4951,branch leaf,baby bird,38,245,<
4952,water elephant,tow rope,184,10,>
4953,pizza tray,pizza sauce,122,19,>
4954,mud,zebra,36,107,<
4955,dog,water bottle,614,165,>
4956,house window,farm house,7,153,<
4957,dress shirt,prescription glass,309,57,>
4958,biplane,letter,218,0,>
4959,fire hydrant,awning,123,35,>
4960,baby,hotel bed,29,101,<
4961,mom giraffe,pant,103,12,>
4962,tennis ball,toy dog,22,376,<
4963,tail wing,aeroplane,19,96,<
4964,neck giraffe,body part,87,21,>
4965,tree leaf,focus tree,26,298,<
4966,phone button,cell phone,17,406,<
4967,maple leaf,wrench,180,0,>
4968,porcelain pedestal sink,bathroom tile,89,17,>
4969,pant guy,sneaker,128,6,>
4970,ibm logo,mac laptop,7,148,<
4971,giraffe,giraffe knee,181,1,>
4972,fence wire,ear,158,13,>
4973,letter,bus,10,202,<
4974,traffic sign,lettering,124,26,>
4975,part,sailboat,128,759,<
4976,platform edge,skateboard,74,192,<
4977,curtain,sign letter,95,6,>
4978,coffee mug,mac keyboard,28,328,<
4979,tail light,decker bus,2,107,<
4980,pizza tray,pepperoni,135,37,>
4981,bush,van window,98,15,>
4982,wood park bench,park fence,27,73,<
4983,toilet seat cover,bathroom toilet,8,107,<
4984,pine tree,person leg,161,9,>
4985,refrigerator,pair,95,15,>
4986,container top,refrigerator,11,183,<
4987,school bus,part,160,22,>
4988,broccoli bunch,broccoli plant leaf,102,25,>
4989,ski,snow mountain,77,219,<
4990,flatscreen television,stack,208,21,>
4991,air canada airplane,tail wing,220,17,>
4992,amtrak logo,train front,17,93,<
4993,rainbow stripe,surfboard,11,129,<
4994,player foot,pitcher,32,216,<
4995,finger food,pepper,110,14,>
4996,stone building,iron leaf,93,13,>
4997,iron leaf,trolley train,7,152,<
4998,grass giraffe,giraffe nose,273,4,>
4999,steak knife,sandwich plate,65,373,<
5000,bus window,market umbrella,19,232,<
5001,flower pedal,flower,74,322,<
5002,kitchen tile,stove temperature knob,141,37,>
5003,turtleneck shirt,hand,104,14,>
5004,skateboarding shoe,skateboard ramp,28,417,<
5005,swim shirt,guy,31,94,<
5006,surfboard fin,board surfer,3,186,<
5007,block letter,snowboard,17,236,<
5008,range top,giraffe,28,179,<
5009,ski glove,skier,14,143,<
5010,woman hand,pair,46,145,<
5011,skier,snow field,15,85,<
5012,video game,eyeglass,100,0,>
5013,field front,person leg,118,26,>
5014,dessert plate,water glass,136,14,>
5015,patch,dairy cow,6,122,<
5016,grape,food container,18,153,<
5017,horse,cow leg,110,6,>
5018,elephant trunk,baby elephant tail,157,55,>
5019,mirror image,computer monitor,15,88,<
5020,tennis shirt,chain link fence,266,990,<
5021,boat reflection,sea bird,88,27,>
5022,ocean wave,beach flying kite,17,89,<
5023,surfboard,water drop,135,22,>
5024,giraffe head,tree,166,805,<
5025,meat pizza,pepperoni slice,159,4,>
5026,handbag,suitcase,17,135,<
5027,city building,taxi car,142,37,>
5028,car,dirt,80,224,<
5029,home plate,base umpire,24,244,<
5030,ski helmet,ski lift,41,196,<
5031,bathroom trash,toilet paper holder,110,24,>
5032,freezer part,fridge,3,169,<
5033,double-decker bus,bus wheel,1180,29,>
5034,dinner table,glass bottle,116,1,>
5035,bird leg,bird,129,1785,<
5036,city clock,clock hand,414,25,>
5037,street sign,street clock,23,153,<
5038,beard,tooth,105,37,>
5039,railing,clock face number,107,2,>
5040,bottom,teddy bear,16,275,<
5041,dirt,zoo animal,124,326,<
5042,surfboard riding wave,surf board,1997,519,>
5043,train conductor,passenger train,1,134,<
5044,fishing hat,sailboat,19,92,<
5045,baby lamb,group,3,112,<
5046,birthday cake,letter,145,0,>
5047,animal eye,cow,2,113,<
5048,parking street sign,sign arrow,108,16,>
5049,bicycle,brick building,90,258,<
5050,food,fork,512,126,>
5051,sweater,pine tree,19,84,<
5052,cap,pant,13,114,<
5053,stripe bullet train,gravel,320,53,>
5054,tennis court,car,125,0,>
5055,engine train,train light,111,10,>
5056,skate park,skateboarder arm,90,11,>
5057,ben clock,time sign,513,101,>
5058,control,controll button,621,18,>
5059,shoe,cat eye,181,4,>
5060,tomato,bunch banana,19,193,<
5061,dog bun,relish,106,10,>
5062,car front,motorcycle wheel,44,132,<
5063,adult horse,horse face,140,30,>
5064,banana stem,fruit plate,0,240,<
5065,snow field,powder snow,440,169,>
5066,beach umbrella,duck,104,12,>
5067,skiing helmet,snow pant,52,131,<
5068,giraffe head,dirt,69,296,<
5069,table cloth,sausage pizza,66,163,<
5070,dress shirt,tooth,156,10,>
5071,curtain,sock,93,13,>
5072,roof edge,tower top,37,102,<
5073,traffic light,news van,130,433,<
5074,dog,block letter,99,1,>
5075,focus tree,bus window,541,110,>
5076,suitcase,suitcase wheel,867,35,>
5077,kid,soccer shoe,246,9,>
5078,tennis,field front,219,83,>
5079,shirt,wine glass,583,229,>
5080,rubber bus tire,rubber truck tire,110,34,>
5081,tie,pinstripe suit,53,167,<
5082,coat skiing,powder snow,250,88,>
5083,stove front,range microwave,52,175,<
5084,apple brand laptop,laptop screen,174,57,>
5085,market umbrella,jacket,504,212,>
5086,nike headband,cross country skier,3,110,<
5087,dog,sign letter,125,2,>
5088,rain jacket,part,130,10,>
5089,motorbike,spoke,99,7,>
5090,sweatshirt,skateboard guy,50,144,<
5091,baseball bat,baseball glove,769,126,>
5092,sideview mirror,door car,56,182,<
5093,storefront window,bike,7,172,<
5094,mother giraffe,dirt,105,38,>
5095,tea shirt,market umbrella,51,137,<
5096,bus,street car,854,107,>
5097,polo shirt,bracelet,261,11,>
5098,pilot,propeller airplane,11,323,<
5099,bay horse,draft horse,39,92,<
5100,airway plane,landing wheel,837,19,>
5101,building window,taxi,82,301,<
5102,pizza crust,sausage pizza,309,2208,<
5103,u-turn sign,fire hydrant,10,161,<
5104,grandfather clock,cuckoo clock,24,94,<
5105,person skateboard,skateboarding shoe,2333,332,>
5106,cell phone,leaf,261,65,>
5107,lettuce,lunch plate,47,222,<
5108,car wheel,saloon car,8,217,<
5109,letter,snowboard,0,289,<
5110,edge,bat batter,40,129,<
5111,part,penguin kite,21,306,<
5112,tennis player,trim,104,34,>
5113,fish,fin,231,33,>
5114,car front,van,35,120,<
5115,clock face,building front,115,435,<
5116,runway sign,plane tail,12,140,<
